P8_ID;P8_MBA_A_Haushalt;P8_B4P_P_STUDENTEN
47829015;796;2.51
47829020;534;2.09
47829025;816;1.45
47829030;159;5.13
47829035;735;4.11
47829040;277;1.87
47829045;578;3.27
47829050;1404;2.61
47829055;984;3.33
47829060;821;2.4
47829065;485;3.95
47829070;490;2.1
47829075;488;1.68
47829080;511;2.99
47829085;548;3.02
47829090;487;2.57
47829095;489;2.13
47839005;186;2.05
47839010;639;2.03
47839015;810;2.83
47839020;780;3.02
47839025;1084;2.74
47839030;223;6.29
47839035;888;4.13
47839045;816;2.76
47839050;584;3.86
47839055;670;1.71
47839060;602;2.05
47839065;686;2.23
47877005;1013;4.11
47877010;1089;3.09
47877015;1067;5
47877020;979;5.47
47877025;1324;5.21
47877030;892;2.7
47877035;993;3.14
47877045;727;3.98
47877050;1148;5.31
47877055;884;4.88
47877060;775;2.13
47877065;978;3.8
47877070;895;5.47
47877075;1343;4.87
47877080;835;6.06
47877085;660;4.55
47877090;1178;3.29
47877095;739;4.45
47877100;1003;3.31
47877105;836;1.65
47877110;894;2.67
47877115;660;2.36
47877120;490;7.24
47877125;574;2.36
47877130;587;5.26
47877135;464;3.07
47877140;384;5.62
47906005;234;3.79
47906010;154;3.79
47906015;314;4.4
47906020;710;2.41
47906025;342;2.27
47906030;601;3.06
47906035;543;2.81
47906040;738;3.06
47906045;745;4.3
47906050;610;2.43
47906055;1035;2.92
47906060;314;3.19
47906065;1014;4.9
47906070;886;6.7
47906075;915;5.87
47906080;953;4.52
47906085;1282;5.56
47906090;477;3.1
47906095;528;1.76
47906100;488;1.41
47906105;639;3.04
47906110;876;4.63
47906115;570;2.68
47906120;743;3.32
47906125;675;4.59
47918005;633;3.42
47918010;616;1.38
47918015;724;2.59
47918020;918;4.03
47918025;1032;4.82
47918030;744;4.68
47918035;577;2.68
47918040;733;4.18
47918045;300;3.54
47918050;548;1.73
47918055;482;3.71
47918060;790;5.6
47918065;433;3.03
47918070;1079;3.49
47918075;1258;5.08
47918080;598;1.86
47918085;751;4.02
47918090;648;2.36
47918095;463;2.47
47918100;438;2.37
47918105;412;5.54
47929005;602;2.51
47929010;455;2.41
47929015;498;2.92
47929020;350;2.82
47929025;484;2.13
47929030;396;1.85
47929035;302;0.99
47929040;396;1.81
47929045;444;3.06
47929050;334;2.03
47929055;433;1.93
47929060;337;1.14
47929065;304;0.99
47929070;405;1.53
47929075;440;1.15
47929080;388;1.85
47929085;253;2.68
48143005;867;5.52
48143010;1587;5.62
48143015;863;5.85
48143020;755;5.18
48143025;1111;7.92
48143030;837;9.42
48143035;840;8.18
48143040;33;5.74
48145005;824;7.65
48145010;1343;6.01
48145015;1137;2.07
48145020;496;4.47
48145025;499;3.65
48145030;894;7.65
48145035;1256;7.17
48145040;892;9.13
48145045;390;5.5
48145050;749;3.19
48145055;797;2.85
48145060;1050;4.83
48145070;133;7.86
48145075;1132;6.16
48145080;150;2.18
48145086;710;4.93
48145087;14;7.6
48147005;56;5.59
48147010;121;3.86
48147015;538;4.49
48147020;142;4.63
48147025;1065;4.19
48147030;974;4.5
48147035;1473;6.64
48147040;862;9.02
48147045;1177;6.43
48147050;498;5.38
48147055;301;4.04
48147060;887;4.24
48147065;948;3.05
48147070;1000;4.58
48147075;1038;4.23
48147080;1254;5.27
48147085;1069;3.57
48147090;839;4.12
48149005;889;8.64
48149010;1094;9.38
48149015;937;4.4
48149020;985;9.79
48149026;558;4.96
48149027;133;4.21
48149030;887;4.71
48149035;896;5.23
48149040;164;4.12
48149045;111;9.22
48149050;1027;3.72
48149055;943;3.14
48149060;942;6.62
48149070;279;3.95
48149075;679;4.86
48149080;459;14.33
48149085;613;11.72
48149090;603;12.85
48149095;582;11.16
48151005;963;10.93
48151010;960;7.39
48151015;1291;9.01
48151020;1178;7.66
48151025;1214;8.11
48151030;87;3.72
48151035;814;2.5
48151040;870;7.58
48151045;587;4.29
48151050;883;3.6
48151055;1205;5.22
48151060;957;3.07
48151065;799;3.26
48151070;830;3.35
48151075;1034;5.48
48151080;175;5.2
48151085;414;2.95
48153005;514;10.48
48153010;577;9.89
48153020;745;7.18
48153025;209;4.64
48153030;944;3.45
48153035;701;5.55
48153040;1158;5.4
48153045;636;6.32
48153050;846;4.75
48153055;129;1.11
48153060;1173;3.24
48153065;693;4.7
48153070;357;2.91
48153075;436;2.77
48153080;740;2.29
48153085;1010;3.99
48153090;496;7.82
48153095;651;7.61
48155005;167;4.62
48155010;212;2.52
48155015;129;7.8
48155020;1658;4.91
48155030;828;5.33
48155035;1280;6.29
48155040;1219;6.93
48155045;483;5.35
48155050;126;6.7
48155055;733;2.69
48155060;561;2.01
48155065;762;1.98
48155070;641;2.16
48155075;1000;2.69
48155080;554;2.17
48155085;1145;2.42
48155090;755;3.23
48155095;627;3.89
48155100;186;2.8
48157005;172;4.39
48157010;800;5.82
48157015;1068;3.92
48157020;542;2.29
48157025;1422;3.58
48157030;1308;4.49
48157035;978;4.7
48157040;851;4.65
48157045;419;3.87
48157050;1090;2.43
48157055;777;3.63
48157060;1563;2.28
48157065;212;2.68
48159005;349;11.71
48159010;974;4.29
48159015;761;6.25
48159020;561;5.33
48159025;1006;3.16
48159030;673;5.9
48159035;574;3.14
48159040;1260;4.92
48159050;958;3.78
48159055;276;4.54
48159060;932;5.49
48159065;955;3.53
48159070;1063;4.67
48159075;67;4.21
48159080;669;3.53
48159085;708;2.36
48159090;556;2.49
48161005;849;4.42
48161010;935;3.81
48161015;1296;5.23
48161020;891;2.31
48161025;770;3.43
48161030;88;2.75
48161035;1577;2.72
48161040;1013;3.34
48161045;881;5.56
48161055;1177;8.97
48161060;1676;4.84
48161065;989;3.18
48161070;1006;6
48161075;1230;3.64
48161080;442;4.39
48161085;491;16.36
48161090;425;9.78
48161095;807;11.13
48161100;751;8.69
48163010;695;3.12
48163015;225;6.35
48163020;157;0.69
48163035;749;2.88
48163040;894;3.12
48163045;962;2.8
48163050;1808;3.61
48163055;773;6.1
48163060;1045;2.73
48163065;1015;4.37
48163070;1433;6.81
48163075;629;3.88
48163080;3;2.83
48163085;1;2.84
48163090;1366;5.66
48163095;3;2.84
48165005;815;2.71
48165010;1358;5.11
48165015;1150;5.46
48165020;1420;4.39
48165030;539;3.47
48165035;750;3.52
48165040;866;4.21
48165045;992;3.03
48165050;772;5.16
48165055;963;4.04
48165060;656;1.24
48165065;49;1.77
48165070;1529;4.06
48165075;4;4.88
48165080;797;3.79
48165085;571;3.15
48165090;687;3.21
48165095;601;4.43
48167005;407;1.16
48167010;1313;3.32
48167015;1079;3.27
48167020;760;2.21
48167025;1015;2.72
48167030;954;3.21
48167035;1333;3.82
48167040;1277;4.7
48167045;887;4.05
48167050;923;4.95
48167055;774;2.93
48167060;781;2.08
48167070;109;7.94
48167075;446;4.26
48167080;605;4.04
48167085;433;3.25
48167090;777;5.16
48231005;1146;4.79
48231010;809;4.86
48231015;834;5.77
48231020;684;3.04
48231025;687;3.07
48231030;721;2.86
48231035;696;1.84
48231040;702;1.39
48231045;695;2.77
48231050;976;3.04
48231055;586;2.32
48231060;507;2.26
48231065;594;1.67
48231070;742;3.99
48231080;502;0.93
48231085;844;1.52
48231090;813;2.14
48231095;593;1.12
48231100;938;2.64
48231105;586;1.99
48231110;267;3.44
48231115;261;5.21
48231120;971;3.02
48231125;5;4.67
48231130;497;1.48
48249005;1105;6.29
48249010;706;2.9
48249015;820;1.64
48249020;1034;3.06
48249025;919;2.02
48249030;1063;5.42
48249035;595;3.24
48249040;694;2.35
48249045;1049;2.16
48249050;1355;2.08
48249055;1080;2.33
48249060;398;1.22
48249065;1294;3.1
48249070;258;1.1
48249075;214;1.41
48249080;803;2.47
48249085;1434;1.98
48249090;846;3.14
48249095;1076;2.72
48249100;1041;1.33
48249105;864;1.86
48249110;555;1.86
48249115;793;1.59
48249120;802;2.58
48268005;875;1.54
48268010;518;1.36
48268015;895;3.56
48268020;756;3.65
48268025;828;5.33
48268030;1079;3.76
48268035;875;3.65
48268040;503;5.28
48268045;1152;3.1
48268050;400;0.81
48268055;563;4.44
48268060;1262;3.87
48268065;662;3.64
48268070;104;4.21
48268075;328;6.04
48268080;429;2.36
48268085;121;5.42
48268090;292;4.06
48268095;169;5.51
48268100;430;1.46
48268105;385;3.18
48268110;611;0.55
48268115;663;1.16
48268120;1067;1.59
48268125;1147;2.63
48282005;672;4.37
48282010;724;3.14
48282015;463;1.19
48282020;571;1.47
48282025;686;1.71
48282030;845;4.84
48282035;827;3.53
48282040;668;2.78
48282045;513;1.9
48282050;600;1.95
48282055;234;6.37
48282060;509;1.59
48282065;503;0.94
48282070;337;2.29
48282075;522;2.68
48282080;647;4.24
48282085;834;2.18
48282095;874;3.48
48282100;114;2
48282105;754;1.39
48282110;764;2.08
48282115;809;1.84
48282120;638;1.43
48282125;570;2.07
48282130;447;1.39
48282135;280;0.94
48282141;2;1.25
48282142;3;3.41
48291005;535;5.61
48291010;316;5.93
48291015;436;6.64
48291020;426;5.59
48291025;342;2.4
48291030;219;2.62
48291035;586;3.08
48291040;425;1.94
48291045;522;3.56
48291050;779;3.2
48291055;613;5.07
48291060;325;4.36
48291065;410;2.2
48291070;274;2.46
48291075;433;4.02
48291080;319;2.58
48291085;430;5.41
48291090;490;3.52
48291095;345;1.2
48291100;149;4.65
48291105;152;4.69
48301005;885;2.14
48301010;1167;4.98
48301015;691;2.95
48301020;991;4.16
48301030;763;1.68
48301035;1245;2.35
48301040;623;4.43
48301045;536;6.17
48301050;547;5.29
48301055;484;4.4
48301060;662;5.01
48308005;471;5.16
48308010;713;4.85
48308015;487;2.96
48308020;986;3.64
48308025;770;3.1
48308030;846;4.92
48308035;1706;3.91
48308045;649;2.36
48308050;957;2.83
48308060;1456;6.23
48317005;796;4.35
48317010;878;2.46
48317015;956;2.17
48317020;1116;3
48317025;144;1.68
48317030;332;2.53
48317035;687;2.13
48317040;170;4.16
48317045;620;3.51
48317050;915;5.79
48324005;1248;2.15
48324010;769;3.3
48324015;1109;3.46
48324020;897;2.53
48324025;1134;3.44
48324030;556;3.49
48329005;615;5.87
48329010;574;3.68
48329015;826;4.38
48329020;456;4.43
48329025;480;2.47
48329030;446;2.81
48329035;303;4.82
48329040;591;4.45
48329045;502;5.73
48329050;297;4.69
48336005;1648;1.32
48336010;716;1.53
48336015;703;1.69
48336020;1048;2.27
48336025;1191;1.91
48336030;516;1.8
48336035;121;1.7
48341005;662;3.21
48341010;646;2.89
48341015;1107;5.3
48341020;824;5.13
48341025;411;4.7
48341035;224;5.64
48341040;101;2.89
48341045;497;3.66
48341050;6;5.17
48346005;1470;2.07
48346010;952;2.15
48346020;876;2.28
48346025;1143;2.2
48351005;651;3.26
48351010;627;3.88
48351015;521;2.77
48351020;889;3.11
48351025;536;4.28
48351030;302;5.68
48351035;453;2.06
48356005;618;2.83
48356010;421;1.21
48356015;381;3.74
48356020;439;1.28
48356025;411;1.77
48356030;644;3.79
48356040;380;4.26
48356045;3;0.49
48356050;515;1.76
48361010;774;1.66
48361015;792;1.48
48361020;1054;1.94
48361025;5;0
48366005;867;3.18
48366010;588;4.3
48366015;854;4.41
48366020;371;2.51
48366025;210;2.79
48369005;882;3.89
48369010;1311;1.49
48369015;751;2.37
48429005;664;2.1
48429010;755;2.37
48429015;748;1.62
48429020;414;1.93
48429025;632;1.19
48429030;624;1.61
48429035;832;3.56
48429040;521;5.14
48429045;898;3.51
48429050;867;2.75
48429055;1285;2.55
48429060;784;3.05
48429065;352;1.33
48429070;704;4.33
48429075;1041;5.52
48429080;970;4.5
48429086;812;1.4
48429090;541;1.45
48429095;476;1.71
48429100;804;3.17
48431005;944;3.65
48431010;566;2.77
48431015;915;4.36
48431020;583;3.8
48431025;641;2.72
48431030;831;3.39
48431035;946;5.95
48431040;1194;4.73
48431045;416;3.91
48431050;788;2.99
48431055;682;3.41
48431060;742;3.53
48431065;520;4.65
48431070;568;2.14
48431075;496;4.64
48431080;554;1.9
48431085;478;2.51
48431090;651;3.23
48432005;120;2.76
48432010;182;1.74
48432015;522;0.87
48432021;531;1.55
48432025;1038;1.43
48432030;370;2.97
48432035;693;1.43
48432040;125;3.24
48432045;248;1.05
48432050;813;1.27
48432055;699;1.52
48432060;587;0.58
48432065;852;1.72
48432070;526;1.42
48432075;563;1.91
48432080;631;0.92
48432085;513;3.8
48455005;868;1.74
48455010;400;1.81
48455015;732;3.31
48455020;692;4.05
48455025;636;2.35
48455030;867;4.22
48455035;550;2.01
48455040;681;1.02
48455045;634;0.89
48455050;476;1.65
48455055;542;1.63
48455060;212;2.14
48455065;104;1.58
48455070;123;2.26
48455075;181;2.35
48465005;172;3.01
48465010;246;1.54
48465015;237;0.99
48465020;194;0.7
48465025;304;1.12
48465030;847;2.44
48465035;1237;2.15
48465040;677;1.18
48465045;776;1.23
48465050;913;1.25
48465055;869;1.19
48465060;495;1.06
48477005;865;1.23
48477010;929;1.48
48477015;937;1.63
48477020;71;1.33
48477025;776;1.33
48477030;1315;1.59
48477035;571;1.76
48477040;107;1.27
48477045;543;0.94
48477050;827;3.31
48477055;535;1.71
48477065;421;1.39
48477070;1;0
48480005;760;1.29
48480010;965;1.25
48480015;1021;2.54
48480020;1414;1.59
48480025;793;0.97
48480035;4;1.97
48480041;68;1.07
48480045;291;1.05
48485005;289;3.39
48485010;304;2.32
48485015;510;4.42
48485020;700;2.81
48485025;304;0.59
48485030;428;1.77
48485035;166;0.6
48485040;337;1.19
48485045;458;1.65
48485050;405;1.15
48485055;402;0.83
48485060;506;2.04
48485065;338;1.26
48485075;245;0.61
48485080;274;0.28
48485085;327;1.22
48485090;186;2.78
48485095;1;1.8
48488005;1117;2.02
48488010;225;1.28
48488015;436;1.34
48488020;291;0.8
48488025;430;0.57
48488030;849;1.12
48488035;247;1.56
48488040;647;1.1
48493005;891;2.55
48493010;357;1.18
48493015;407;3.11
48493020;534;0.8
48493025;227;0.82
48493030;391;1.74
48493035;183;2.58
48493040;311;1.15
48493045;144;4.71
48496005;291;2.99
48496010;315;2.87
48496015;400;1.21
48496020;180;1.48
48496025;494;1.81
48496030;105;1.98
48496035;157;1.04
48496040;133;1.38
48496045;109;1.47
48496050;134;0.9
48496055;140;0.96
48496060;343;1.58
48496065;191;1.83
48496070;223;0.91
48499005;664;2.36
48499010;271;1
48499015;557;0.92
48499020;523;2.24
48499025;629;1.22
48499030;671;1.18
48527005;823;2.94
48527010;816;3.94
48527015;935;2.73
48527020;886;2.5
48527025;628;1.21
48527030;729;1.31
48527035;569;1.49
48527040;606;1.7
48527045;797;3.19
48527050;450;4.42
48527055;1324;2.17
48527060;1009;4.18
48529005;31;5.05
48529010;21;5.76
48529015;25;4.18
48529020;354;4.96
48529025;1050;5.69
48529030;1202;4.39
48529035;937;5.79
48529040;467;1.42
48529045;538;1.99
48529050;411;2.15
48529055;710;1.76
48529060;986;2.73
48529065;694;1.27
48529070;283;1.08
48529075;1115;4.96
48529080;681;1.58
48529085;847;2.18
48529090;915;1.12
48531005;985;1.89
48531010;645;1.61
48531015;1063;1.6
48531020;1042;1.08
48531025;431;0.97
48531030;654;0.98
48531035;729;0.95
48531040;440;1.11
48565005;614;3.94
48565010;555;1.35
48565020;669;4.06
48565025;425;1.96
48565030;499;2.77
48565035;1130;2.87
48565040;762;1.62
48565045;901;2.6
48565050;920;2.06
48565055;636;1.14
48565060;519;1.58
48565065;714;1.52
48565070;1083;3.37
48565075;730;3.81
48565080;701;4.52
48565085;641;3.12
48565090;883;2.03
48565095;688;0.9
48565100;610;2.53
48565105;534;4.29
48565110;460;3.47
48565115;259;5.99
48565130;629;3.15
48565135;2;0.37
48565140;533;1.88
48599005;1181;2.64
48599010;828;4.61
48599015;1222;3.89
48599020;911;5.82
48599025;1327;2.28
48599030;957;2.33
48599035;878;2.79
48599040;578;5.35
48599045;1031;4.38
48599050;1105;4.55
48599055;1268;3.02
48599060;1260;2.47
48599065;1123;0.62
48599070;1508;2.07
48599075;834;2.27
48599080;1037;1.23
48599085;558;0.62
48599090;808;1.17
48599095;723;1.47
48599100;504;0.72
48599105;1112;1.55
48599110;1171;1.34
48599115;1082;3.38
48607005;662;1.08
48607010;641;1.78
48607015;563;0.79
48607020;531;2.13
48607025;519;2.4
48607030;569;0.86
48607035;371;1.85
48607040;194;2.8
48607045;344;3.26
48607050;767;3.85
48607055;665;2.74
48607060;245;1.53
48607065;727;1.08
48607070;338;2.27
48607080;289;1.33
48607085;437;1.33
48607090;435;1.73
48612005;571;2.92
48612010;325;2.8
48612015;571;1.05
48612020;588;1.6
48612025;728;1.55
48612030;109;2.43
48619005;681;1.18
48619010;456;1.17
48619015;595;1.75
48619020;621;1.48
48619025;626;1.28
48619030;164;1.17
48624005;596;2.49
48624010;730;1.56
48624015;167;3.84
48624020;361;1.71
48624025;264;2.54
48624030;797;2.74
48629005;680;1.44
48629010;241;0.57
48629015;373;1.28
48629020;344;1.76
48629025;789;1.93
48629030;287;2.43
48653005;753;4.61
48653010;688;6.69
48653015;577;4.38
48653020;731;1.18
48653025;1018;2.05
48653030;843;3.1
48653035;745;2.14
48653040;1208;2.04
48653045;683;1.76
48653050;889;3.87
48653055;484;3.08
48653060;863;4.37
48653065;582;2.1
48653070;694;1.41
48653075;996;3.92
48653080;522;1.72
48653085;331;4.02
48653090;982;3.28
48653095;566;2.29
48653100;267;1.5
48653105;454;0.95
48653110;153;4.64
48653115;241;1.01
48653120;161;5
48653125;215;1.07
48653130;343;3.18
48653135;389;5.61
48683005;1236;5.6
48683010;244;4.91
48683015;150;1.25
48683020;568;2.69
48683025;757;1.8
48683035;702;1.72
48683040;728;5.38
48683045;861;2.23
48683050;1209;2.21
48683055;676;1.67
48683060;732;2.25
48683065;836;1.75
48683070;869;1.33
48683075;1083;1.77
48683080;579;0.97
48683085;725;1.44
48683090;870;0.7
48683095;846;1.77
48683100;706;0.83
48683105;329;1.54
48683110;448;3.3
48683115;474;4.99
48683120;428;2.49
48683125;571;4.38
48691010;583;2.14
48691015;193;1.03
48691020;314;0.89
48691025;442;1.61
48691030;939;1.46
48691035;354;1.48
48691040;465;1.08
48691045;371;0.87
48691050;1237;1.7
48691055;346;0.7
48691060;377;1.27
48691065;1464;1.97
48691070;474;1.48
48691075;84;0.51
48691080;89;1.13
48691085;618;1.44
48691090;631;6.12
48691095;492;2.58
48703005;331;1.98
48703010;353;2.67
48703015;427;3.16
48703020;568;2.39
48703025;557;2.21
48703030;426;1.64
48703035;514;2.02
48703040;394;1.85
48703045;370;4.27
48703050;401;2.01
48703055;905;2.44
48703060;443;1.82
48703065;19;2.11
48703075;753;1.78
48703080;771;1.48
48703085;182;1.94
48703090;441;1.13
48703095;414;1.18
48703100;193;1.5
48703105;3;0
48712005;858;2.09
48712010;907;1.42
48712015;951;2.61
48712020;1018;2.15
48712025;869;1.34
48712030;780;1.38
48712035;291;1.96
48712040;314;1.71
48712045;829;1.1
48720005;607;1.62
48720010;395;1.36
48720020;459;1.03
48720025;532;1.41
48720030;477;0.93
48720035;490;1.6
48720040;95;2.03
48720045;1350;1.44
48720055;240;1.75
48727005;747;4.35
48727015;898;3.57
48727020;1013;3.77
48727025;682;5.15
48727030;675;1.55
48727035;555;3.82
48727040;570;2.23
48734005;608;3.5
48734010;713;2.53
48734015;651;1.92
48734020;552;1.36
48734025;421;2.78
48734035;210;3.8
48734040;676;1.76
48734045;660;2.13
48734050;721;1.09
48734055;718;1.43
48734060;1;1.89
48739010;473;1.56
48739015;204;0.67
48739020;450;1.24
48739025;438;0.67
48739030;635;2.62
48739035;613;2.48
49074005;888;4.99
49074010;776;6.96
49074015;100;13.44
49074020;982;10.24
49074025;338;7.95
49074030;1195;7.8
49074035;195;5.46
49074040;100;5.36
49074045;375;7.59
49074050;787;8.03
49074055;737;8.89
49074060;764;6.4
49074065;649;6.18
49074070;827;7.97
49076005;312;4.3
49076010;873;2.86
49076015;296;1.91
49076020;1109;2.43
49076025;189;2.23
49076030;143;6.65
49076035;393;3.64
49076040;1063;4.14
49076045;385;2.14
49076055;70;3.39
49076060;705;2.09
49076065;810;4.9
49076070;952;2.08
49076075;885;4.52
49078005;430;3.49
49078010;517;3.83
49078020;483;4.62
49078025;867;3.67
49078030;415;2.91
49078035;926;5.7
49078040;326;6.72
49078045;906;4.31
49078050;767;7.5
49078055;542;5.56
49078060;207;2.22
49078065;445;2.94
49078070;543;6.33
49078075;207;7.57
49078080;981;3.38
49078085;571;2.5
49078090;543;3.61
49078095;519;5.19
49080005;919;3.64
49080010;213;1.15
49080015;625;1.39
49080020;465;2.75
49080025;532;4.86
49080030;482;8.68
49080040;1001;5.53
49080045;583;9.93
49080051;728;4.04
49080055;790;5.11
49080060;443;3.01
49080065;347;2.8
49080070;563;2.52
49080075;961;2.93
49080080;748;4.81
49080085;821;5.42
49080090;328;6.06
49080095;386;6.66
49080100;974;9.33
49080105;327;9.84
49080110;389;2.5
49082005;344;5.4
49082010;599;2.35
49082015;640;5.25
49082020;549;3.58
49082025;168;1.52
49082030;927;4.6
49082035;682;2.41
49082040;814;1.29
49082045;748;5.47
49082051;788;5.96
49082060;872;8.02
49082065;445;3.71
49082070;527;2.51
49082075;467;4.44
49082080;594;4.13
49082085;906;2.74
49082091;734;5
49082092;21;2.28
49082095;679;4.17
49082100;552;3.82
49084005;654;4.88
49084010;1044;5.68
49084015;942;6.1
49084020;342;5.41
49084025;928;4.1
49084030;137;1.24
49084035;632;2.89
49084045;165;4.56
49084050;650;4.31
49084055;864;3.55
49084060;401;5.46
49084065;436;4.44
49084070;429;2.18
49084075;303;4.08
49084080;443;2.01
49084085;431;1.39
49084091;903;4.68
49084092;31;6.3
49084100;1011;4.96
49086005;70;1.55
49086010;470;2.87
49086015;719;2.46
49086020;502;1.15
49086025;851;2.19
49086030;206;1.24
49086035;369;2.61
49086040;375;4.26
49086045;386;1.78
49086050;720;2.07
49086055;642;5.1
49086060;322;3.84
49086065;535;2.95
49086070;765;4.04
49086075;262;4.11
49086080;508;1.32
49086085;874;1.77
49086090;852;2.85
49086095;538;3.15
49086100;569;3.07
49086105;444;1.59
49088005;356;0.74
49088010;447;1.27
49088015;508;2.77
49088020;593;5.64
49088025;298;2.91
49088030;498;4.4
49088035;982;3.21
49088040;706;1.83
49088045;599;2.73
49088050;660;2.74
49088055;575;0.71
49088060;580;7.2
49088066;390;3.27
49088067;205;3.3
49088070;753;4.84
49088075;392;1.02
49088080;1384;1.9
49090005;981;3.56
49090010;836;3.99
49090015;30;7.23
49090020;1042;2.86
49090025;747;5.81
