P8_ID;P8_MBA_A_Haushalt;P8_B4P_P_STUDENTEN
46238140;136;3.38
46240005;474;4.15
46240010;448;4.68
46240015;354;4.93
46240020;664;2.49
46240025;251;1.96
46240030;396;2.39
46240035;846;2.37
46240040;527;2.01
46240045;365;5.41
46240050;272;1.64
46240055;705;2.21
46240060;689;2.69
46240065;585;1.94
46240070;438;0.73
46240075;318;2.92
46240080;301;0.94
46240085;598;3.21
46240090;815;5.47
46240095;540;5.89
46240100;536;5.97
46240105;627;4.09
46240110;377;3.46
46240115;531;3.18
46242005;358;4.63
46242010;458;2.82
46242015;615;2.76
46242020;657;3.99
46242025;518;2.08
46242030;442;2.01
46242035;694;2.33
46242040;456;3.01
46242045;476;2.43
46242050;679;2.74
46242055;672;1.23
46242060;851;3.3
46242065;102;3.87
46242070;301;2.54
46242075;390;3.33
46242080;530;3.45
46242085;480;3.27
46242090;624;2.47
46242095;509;1.85
46242100;704;2.94
46244005;652;2.34
46244010;612;3.6
46244015;447;4.36
46244020;794;4.69
46244025;368;4.18
46244030;467;5.87
46244035;518;4.57
46244040;625;4.12
46244045;674;5.16
46244050;642;3.14
46244055;713;4.48
46244060;756;4.54
46244065;377;6.55
46244070;345;4.57
46244075;300;5.48
46244080;639;5.38
46244085;543;4.79
46282005;841;4.42
46282010;619;6.1
46282015;451;3.69
46282020;594;4.13
46282025;820;5.82
46282030;1068;6.29
46282035;781;4.04
46282040;629;4.62
46282045;1384;4.48
46282050;373;3.39
46282055;678;3.65
46282060;130;2.94
46282065;659;2.97
46282070;1245;6.13
46282075;811;2.95
46284005;1133;3.84
46284010;584;3.03
46284015;1118;3.46
46284020;488;2.46
46284025;866;2.53
46284030;646;2.74
46284035;661;2.2
46284040;531;2.16
46284045;832;4.72
46284050;615;4.77
46284055;693;3.74
46284060;682;3.4
46284065;312;0.61
46284070;775;2.99
46284075;710;4.97
46284080;486;2.01
46284085;464;1.94
46284090;528;2.74
46284095;23;3.86
46286005;756;3.47
46286010;944;2.38
46286015;718;1.74
46286020;770;3.08
46286025;528;3.12
46286030;858;3.31
46286035;700;2.25
46286040;734;3.31
46286045;785;2.75
46286050;556;3.47
46286055;352;2.74
46286060;915;3.59
46286065;746;3.06
46286070;604;4.24
46286075;580;4.65
46286080;142;1.59
46286085;952;4.55
46286090;334;4.88
46325005;1238;5.65
46325010;967;2.1
46325015;831;1.99
46325020;940;3.41
46325025;1211;2.53
46325030;746;2.68
46325035;540;2.8
46325040;996;2.7
46325045;686;1.95
46325050;1306;3.77
46325055;1173;3.03
46325060;940;2.85
46325065;682;1.76
46325070;595;1.5
46325075;619;1.56
46325080;246;1.32
46325085;564;1.52
46325090;349;2.3
46325095;398;0.8
46325100;464;1.07
46325105;1134;1.49
46325110;645;1.67
46325115;529;1.45
46325120;900;1.65
46342005;888;1.61
46342010;840;2.82
46342015;965;1.57
46342020;1616;1.39
46342025;693;1.65
46342030;275;1.37
46348010;651;2.26
46348015;593;3.18
46348020;706;4.38
46348025;658;2.72
46348030;639;2.79
46348035;831;2.3
46348045;512;1.12
46354005;996;1.63
46354010;783;1.95
46354015;301;1.82
46354020;808;1.55
46354025;612;1.69
46354030;207;1.01
46359010;638;1.43
46359015;430;1.71
46359020;291;2.75
46359025;742;2.36
46359030;628;1.44
46359035;631;1.29
46395005;143;4.66
46395010;976;1.17
46395015;740;2.64
46395020;587;2.53
46395025;1140;1.86
46395030;995;1.95
46395035;968;2.29
46395045;1406;2.04
46395050;841;1.49
46395055;752;1.61
46395060;857;3
46395065;1155;1.44
46395070;344;1.26
46395075;546;1.99
46395080;662;2.38
46395085;466;1.89
46395090;524;1.89
46397005;616;5.27
46397010;336;8.88
46397015;615;4.88
46397020;734;1.69
46397025;1210;2.7
46397030;469;1.28
46397035;723;1.46
46397040;483;1.88
46397045;746;2.83
46397050;768;5.06
46397055;583;2.83
46397060;1202;1.75
46397065;1290;2.73
46397070;599;4.87
46397075;643;5.16
46397080;851;4.31
46399005;557;6.11
46399010;332;4.76
46399015;884;1.27
46399020;929;1.99
46399025;876;2.99
46399030;588;3.92
46399035;1092;3.78
46399040;349;1.85
46399045;840;1.72
46399050;1202;2.3
46399055;376;2.07
46399060;221;3.77
46399065;868;5.49
46414005;937;1.7
46414010;955;2.28
46414015;1130;3.69
46414020;1133;2.02
46414025;882;1.66
46414030;680;1.4
46414035;804;1.81
46414040;325;2.26
46414045;273;2.14
46414050;884;1.29
46419005;546;1.98
46419010;1145;2.55
46419015;349;0.5
46419020;1066;1.46
46419025;1002;1.92
46419030;111;1.36
46419035;813;1.11
46446005;732;1.67
46446010;775;1.3
46446015;843;1.55
46446020;853;1.9
46446025;801;3.69
46446030;194;3.76
46446035;458;1.86
46446040;852;5.93
46446045;602;6.82
46446050;614;5.19
46446055;699;5.06
46446060;833;4.42
46446065;599;5.8
46446070;655;4.91
46446075;773;2.5
46446080;634;2.58
46446085;788;1.73
46446090;799;2.58
46446095;762;2.15
46446100;346;5.11
46446105;685;1.06
46446110;201;2.06
46446115;687;1.19
46459005;456;2.3
46459010;366;2.68
46459015;513;3.03
46459020;524;1.7
46459025;640;2.17
46459030;772;2.43
46459035;634;2.13
46459040;386;1.22
46459045;410;1.43
46459050;493;2.17
46459055;504;1.03
46459060;306;1.75
46459065;175;1.37
46459070;500;1.85
46459075;409;1.5
46459080;447;2.8
46459085;494;1.3
46459090;298;1.24
46459095;606;1.36
46459100;277;1.29
46459105;434;1.51
46483005;489;3.36
46483010;63;1.66
46483015;811;2.79
46483020;658;2.3
46483025;1395;3.08
46483030;1167;3.77
46483035;929;6.38
46483040;1222;5.93
46483045;1147;7.39
46483050;1181;6.6
46483055;1103;5.27
46483060;623;5.55
46483065;146;2.08
46485005;536;2.34
46485010;925;2.46
46485015;1325;3.3
46485020;908;3.36
46485025;1302;2.07
46485030;155;1.69
46485035;1229;3.17
46485040;614;3.91
46485045;705;3.19
46485050;1219;4.55
46485055;1083;4.17
46487005;515;1.18
46487010;314;3.84
46487015;270;3.33
46487020;748;2.53
46487025;737;2.87
46487030;777;4.24
46487035;823;2.98
46487040;147;1.32
46487045;440;3.99
46487050;486;1.44
46487055;928;1.94
46487060;880;2.03
46487065;350;2.37
46499005;532;1.92
46499010;1005;4.29
46499015;375;3.92
46499020;693;3.18
46499025;536;2.63
46499030;507;2.18
46499035;730;2.1
46499040;641;1.85
46499045;428;2.47
46499050;596;3.12
46499055;521;2.64
46499060;481;3.77
46499065;440;1.68
46499070;372;3.48
46499075;606;1.19
46499080;581;1.03
46499085;873;2.15
46499090;686;1.76
46499095;366;2.02
46499100;379;2.87
46509005;400;1.69
46509010;327;1.25
46509015;460;4.68
46509020;443;5.33
46509025;802;3.73
46509030;336;2.58
46509035;484;2.15
46509040;746;2.49
46509045;471;3.49
46509050;588;2.3
46509055;410;3.51
46509060;386;1.63
46509065;749;1.95
46509070;405;1.89
46509075;1095;1.47
46509080;495;1.09
46509085;305;0.84
46509090;261;0.89
46509095;477;1.45
46509100;434;1.37
46514005;174;3.07
46514010;112;2.91
46514015;346;4.86
46514020;122;2.52
46514025;374;5.24
46514030;552;3.1
46514035;643;5.28
46514040;286;5.61
46514045;423;3.81
46514050;338;5.53
46514055;197;3.87
46514060;217;4.96
46514065;540;3.2
46514070;351;5.8
46514075;266;2.44
46514080;469;3.09
46514085;220;2.37
46514090;203;1.14
46519005;827;3.85
46519010;1378;5.36
46519015;492;1.92
46519020;647;0.81
46519025;856;2.7
46519030;657;1.85
46519035;677;1.81
46535005;1287;5.43
46535010;1370;4.27
46535015;1068;3.67
46535020;1162;5.23
46535025;1071;3.44
46535030;1230;6.04
46535035;1689;2.61
46535040;638;3.21
46537005;573;4.57
46537010;1411;5.19
46537015;1277;2.38
46537020;924;4.35
46537025;752;2.34
46537030;1003;1.81
46537035;816;1.1
46537040;1168;4.32
46537045;430;5.67
46537050;524;3.6
46537055;389;4.15
46537060;957;4.32
46537065;713;6.01
46539005;335;3.52
46539010;617;4.72
46539015;852;2.66
46539020;925;3.24
46539025;1329;2.71
46539030;1395;3.32
46539035;918;1.91
46539040;1434;2.8
46539045;704;2.75
46539050;644;3.54
46539055;634;3.55
46539060;104;4.2
46562005;385;3.05
46562010;401;4.42
46562015;165;0.9
46562020;383;4.48
46562025;417;5.35
46562030;716;1.67
46562035;556;1.21
46562040;742;1.57
46562045;625;5.96
46562050;857;3.58
46562055;762;2.9
46562060;747;4.33
46562065;658;5.48
46562070;897;5.18
46562075;754;3.26
46562080;869;3.05
46562085;883;2.13
46562090;664;2.62
46562095;402;6.1
46562100;529;3.17
46562105;918;3.59
46562110;831;1.51
46562115;843;2.61
46562120;579;1.19
46562125;522;1.09
46569005;396;1
46569010;665;5.46
46569015;623;1.78
46569020;246;4.56
46569025;1010;4.85
46569030;1087;6.33
46569035;128;2.22
46569040;224;3.87
46569045;394;4.28
46569050;608;4.15
46569055;514;4.88
47051005;900;5.68
47051010;666;3.88
47051015;743;4.13
47051020;532;4.72
47051025;522;6.47
47051030;561;7.21
47051035;832;8.28
47051040;816;6.29
47051045;563;7.21
47051050;643;4.39
47051055;900;5.68
47051060;646;5.58
47051065;154;4.77
47053005;176;7.66
47053010;610;6.08
47053015;445;6.27
47053020;517;5.47
47053025;1118;3.81
47053030;500;4.74
47053035;500;2.34
47053040;412;3.37
47053045;180;6.01
47053050;621;7.63
47053055;1049;7.2
47053060;746;6.8
47053065;745;7.85
47053070;386;6.92
47053075;643;7.47
47053080;1091;6.57
47053085;406;7.2
47053090;380;6.55
47053095;463;6.52
47053100;397;5.6
47053105;448;5.26
47055005;430;4.72
47055010;575;3.95
47055015;539;5.84
47055020;606;4.08
47055025;514;6.46
47055030;371;7.36
47055035;414;4.36
47055040;377;6.02
47055045;404;6.49
47055050;488;3.99
47055055;218;1.9
47055060;482;5.54
47055065;402;4.07
47055070;400;3.01
47055075;540;2.63
47055080;383;3.33
47055085;364;1.72
47055090;480;2.68
47055095;497;2.61
47055100;509;1.4
47055105;147;4.75
47057005;730;4.55
47057010;601;5.69
47057015;302;4.33
47057020;425;5.61
47057025;387;4.93
47057030;496;5.15
47057035;332;1.84
47057040;682;4.65
47057045;924;7.4
47057050;543;4.56
47057055;516;4.89
47057060;720;6.53
47057065;512;6.86
47057070;966;5.86
47057075;593;4.41
47057080;680;4.71
47057085;721;2.48
47057090;566;2.15
47057095;820;4.63
47057100;343;3.8
47057105;474;3.1
47057110;774;2.86
47057115;451;5.3
47057120;658;2.46
47058005;500;2.48
47058010;546;2.79
47058016;402;5.2
47058020;525;4.04
47058025;582;9.25
47058030;523;3.5
47058035;713;5.63
47058040;239;1.86
47058045;599;3.07
47058050;361;3.17
47058055;640;5
47058060;460;1.86
47058065;814;2.61
47058070;690;2.42
47059005;620;2.58
47059010;622;7.05
47059015;352;5.37
47059020;319;4.37
47059025;502;1.89
47059030;503;5.76
47059035;468;6.39
47059040;611;6.04
47059045;481;4.55
47119005;611;5.29
47119010;467;6.53
47119015;903;7.46
47119020;760;3.89
47119025;552;2.88
47119030;512;4.8
47119035;426;5.85
47119040;696;5.64
47119045;540;7.63
47119050;527;6.96
47119055;338;6.55
47137005;381;5.82
47137010;374;5.63
47137015;546;6.18
47137020;733;6.02
47137025;478;6.13
47137030;663;6.06
47137035;273;5.04
47137040;666;5.67
47137045;431;5.33
47137050;768;6.85
47137055;385;2.06
47137060;694;4.18
47137065;547;6.27
47137070;1008;2.79
47137075;417;3.35
47137080;648;4.84
47137085;448;4.21
47137090;322;2.44
47137095;534;4.19
47137100;322;4.18
47137105;461;6.32
47137110;416;5.01
47137115;375;6.12
47137120;783;5.88
47137125;401;6.14
47137130;597;4.09
47137135;418;4.32
47137140;598;4.41
47137145;754;6.63
47137150;97;5.01
47138005;72;1.64
47138010;227;5.41
47138015;140;7.37
47138020;473;4.17
47138025;473;4.69
47138030;558;3.35
47138035;496;3.62
47138040;468;3.44
47138045;452;3.35
47138050;618;4.41
47138055;331;2.95
47138060;346;1.41
47138065;667;4.92
47138070;663;5.47
47138075;517;3.89
47139005;446;3.74
47139010;516;1.52
47139015;767;3.55
47139020;369;5.62
47139025;526;5.41
47139030;535;5.17
47139035;473;4.47
47139040;355;5.14
47139045;621;5.8
47139050;540;4.94
47139055;270;4.56
47139060;410;5.95
47139065;592;6.02
47139070;475;5.91
47166005;436;5.63
47166010;881;7.17
47166015;607;6.53
47166020;638;5.71
47166025;573;5.65
47166030;140;2.01
47166035;142;4.65
47166040;1139;6.83
47166045;377;3.7
47166050;950;4.86
47166055;401;6.01
47166060;328;4.67
47166065;645;5.41
47166070;235;6.24
47166075;993;4.3
47166080;817;3.32
47166085;535;5.24
47166090;538;5.39
47166095;589;6.33
47166100;651;3.91
47166105;386;4.99
47166110;433;4.98
47167005;98;4.21
47167010;419;1.86
47167015;340;4.54
47167020;505;5.4
47167025;334;4.1
47167030;111;1.24
47167035;453;3.89
47167040;546;5.1
47167045;722;3.71
47167050;211;5.83
47167055;188;2.81
47167060;428;0.96
47167065;787;2.43
47167070;295;2.11
47167075;607;0.59
47167080;589;2.87
47167085;484;1.15
47167090;786;2.69
47167095;331;2.62
47167100;440;1.09
47167105;557;4.54
47167110;521;1.34
47167115;615;2.86
47167120;458;3.01
47167125;887;2.69
47167130;619;5.64
47167135;652;5.33
47169005;401;6.68
47169010;532;6.46
47169015;696;6.75
47169020;380;5.86
47169025;396;6.55
47169030;901;6.97
47169035;535;3.89
47169040;698;5.36
47169045;464;6.12
47169050;1130;6.75
47169055;557;6.44
47169060;416;5.43
47169065;600;2.93
47169070;687;6.84
47169075;713;6.64
47169080;444;4.41
47169085;602;3.19
47169090;667;0.9
47169095;631;0.89
47169100;778;3.84
47169105;512;3.14
47169110;609;1.99
47169115;811;2.28
47169120;252;1.83
47169125;75;1.53
47169130;357;0.58
47178005;703;3.54
47178010;505;3.34
47178015;449;1.06
47178020;485;1.96
47178025;513;2.99
47178030;304;6.22
47178035;727;5.13
47178040;541;5.48
47178045;561;4.64
47178050;901;2.99
47178055;1663;1.75
47178060;810;6.14
47178065;424;3.04
47178070;666;2.24
47178075;305;3.94
47179005;192;1.95
47179010;230;1.23
47179015;382;4.99
47179020;412;4.31
47179025;682;4.82
47179030;513;3.41
47179035;601;3.42
47179040;849;2.26
47179045;730;1.75
47179050;489;2.37
47179055;672;0.82
47179060;437;1.9
47179065;430;4.12
47179070;312;1.63
47179075;707;2.63
47179080;403;2.66
47179085;649;1.38
47179090;327;1.69
47179095;522;2.3
47179100;540;1.93
47198005;536;4.03
47198010;677;4.68
47198015;724;4.39
47198020;763;3.23
47198025;705;1.96
47198030;746;3.4
47198035;713;3.11
47198040;474;5.6
47198045;791;2.5
47198050;693;2.34
47198055;519;4.73
47198060;682;2.63
47198065;690;3.95
47198070;671;1.42
47198075;874;5.37
47198080;1252;5.7
47198085;654;3.09
47198090;762;1.45
47198095;795;1.45
47198100;873;2.93
47198105;874;3.04
47198110;174;4.3
47198115;5;2.99
47199005;52;2.61
47199010;965;5.12
47199015;716;5.02
47199020;628;3.43
47199025;278;4.49
47226005;817;4.72
47226015;280;6.43
47226020;359;2.41
47226025;740;3.65
47226030;489;7.17
47226035;505;5.01
47226040;749;5.6
47226045;573;4.47
47226050;617;4.22
47226055;389;6.1
47226060;734;4.55
47226065;113;3.99
47226070;694;4.9
47226075;600;5.39
47226080;187;5.02
47226085;433;5.84
47226090;623;4.76
47226095;666;6.67
47226100;643;4.49
47228005;836;3.95
47228010;878;2.17
47228015;689;1.6
47228020;745;1.21
47228025;779;1.47
47228030;649;1.68
47228035;866;2.42
47228040;1026;3.61
47228045;727;3.9
47228050;749;3.28
47228055;678;2.36
47228060;662;2.14
47228065;503;6.99
47228070;649;3.15
47228075;388;1.01
47228080;511;2.96
47228085;417;1.29
47228090;240;1.4
47229005;374;4.54
47229010;584;5.29
47229015;800;6.28
47229020;414;5.71
47229025;652;3.48
47229030;426;2.66
47229035;877;2.24
47229040;616;5.45
47229045;294;1.52
47229050;744;3.87
47229055;824;3.41
47239005;424;2.09
47239010;732;1.69
47239015;907;2.22
47239020;1008;2.44
47239025;706;1.98
47239030;858;2.48
47239035;849;3.71
47239040;884;3.54
47239045;667;1.34
47239050;667;2.31
47239055;810;2.87
47249005;450;2.88
47249010;694;1.72
47249015;604;3.15
47249020;843;3.36
47249025;507;3.26
47249030;337;2.76
47249035;748;2.66
47249040;506;2.92
47249045;716;1.52
47249050;737;2.48
47249055;615;3.26
47249060;589;5.19
47249065;309;3.8
47249070;798;3.88
47249075;706;2.78
47249080;1058;2.1
47249085;616;3.54
47249090;600;2.41
47249095;313;5.66
47249100;461;1.03
47259005;372;1.81
47259010;662;1.66
47259015;792;2.92
47259020;618;5.57
47259025;426;1.97
47259030;403;2.08
47259035;500;2.83
47259040;988;4.35
47259045;858;2.62
47259050;418;3.85
47259055;498;7.62
47259060;751;4.6
47259065;628;1.4
47259070;622;3.8
47259075;827;2.71
47259080;1276;3.87
47269005;542;1.79
47269010;755;4.19
47269015;651;2.39
47269020;879;4.54
47269025;466;3.57
47269030;667;1.83
47269035;446;1.84
47269040;318;1.93
47269045;610;2
47269050;710;2.87
47269055;679;1.98
47269060;515;1.6
47269065;562;1.73
47279005;503;3.04
47279010;470;1.33
47279015;525;1.71
47279020;559;1.67
47279025;426;5.03
47279030;708;2.96
47279035;661;4.6
47279040;338;1.82
47441005;704;5.13
47441010;619;4.38
47441015;199;1.89
47441020;374;4.3
47441025;569;3.5
47441030;436;3.56
47441035;550;3.59
47441040;512;5.96
47441045;986;5.49
47441050;908;5.12
47441055;777;6.18
47441060;514;4.81
47441065;223;3.37
47441070;738;4.5
47441075;469;3.67
47441080;485;4.88
47441085;788;3.01
47441090;339;2.33
47441095;123;2.51
47441100;358;2.76
47441105;452;5.43
47441110;418;3.1
47441115;348;5.72
47441120;89;1.95
47441125;613;2.49
47441130;723;3.47
47441135;577;5.43
47441140;610;1.78
47441145;461;2.45
47441150;609;4.04
47443005;518;3.99
47443010;386;4.05
47443015;314;4.04
47443020;551;4.4
47443025;661;2.79
47443030;403;1.76
47443035;398;1.84
47443040;618;1.34
47443045;357;1.67
47443050;555;3.5
47443055;459;1.91
47443060;473;2.41
47443065;574;1.92
47443070;294;1.71
47443075;505;3.15
47443080;493;2.35
47443086;620;2.77
47443087;5;3.09
47443095;222;1.75
47443100;428;4.22
47443105;856;3.32
47443110;433;3.38
47443115;462;3.26
47443120;578;2.24
47443125;930;3.33
47445005;377;3.45
47445010;284;1.78
47445015;293;4.5
47445020;512;5.58
47445025;479;6.12
47445030;466;5.74
47445035;706;2.69
47445040;276;1.88
47445045;585;4.18
47445050;572;2.17
47445055;737;3.03
47445060;398;1.34
47445065;626;3.47
47445070;662;3.8
47445075;360;0.92
47445080;478;1.25
47445085;346;0.96
47445090;367;1.36
47445095;307;3.98
47445100;482;4.79
47445105;612;3.33
47445110;579;5.78
47445115;992;4.68
47445120;476;3.41
47447005;31;3.49
47447010;184;1.83
47447015;240;3.41
47447020;251;2.94
47447025;409;4.93
47447030;511;4.05
47447035;532;2.29
47447040;394;4.54
47447045;750;3.77
47447050;781;3.97
47447055;661;5.17
47447060;379;2.39
47447065;657;4.94
47447070;824;2.62
47447075;566;2.09
47447080;769;3.95
47447085;382;2.82
47447090;280;2.2
47447095;352;2.05
47447100;292;3.54
47475005;697;2.39
47475010;576;1.42
47475015;624;4.7
47475020;776;5.23
47475025;527;2.56
47475030;555;1.86
47475035;612;4.03
47475040;861;5.57
47475045;824;3.09
47475050;764;3.85
47475055;342;3.47
47475060;633;2.09
47475065;652;2.83
47475070;1121;4
47475075;858;3.17
47475080;674;4.93
47475085;793;3.56
47475090;747;2.76
47475095;856;4.85
47475100;731;4.6
47475105;1164;2.82
47475110;518;2.1
47475115;330;4.28
47475120;542;1.9
47475125;566;2.95
47495005;738;2.77
47495010;739;2.22
47495015;824;2.46
47495020;851;2.01
47495025;565;3.09
47495030;689;1.48
47495035;630;4.79
47495040;864;3.47
47495045;676;3.18
47495050;472;5.37
47495055;313;3.64
47495060;1003;3.42
47495065;1050;5.3
47495070;962;4.86
47495075;724;4.73
47495080;487;4.09
47495085;337;3.09
47495090;508;3.7
47495095;523;2.74
47495100;624;2.25
47495105;727;4.37
47506005;546;2.58
47506010;681;4.81
47506015;576;5.3
47506020;795;4.95
47506025;500;2.17
47506035;697;2.46
47506040;504;1.95
47506045;423;1.58
47506050;494;2.65
47506055;442;1.71
47506060;424;4.9
47506065;364;4.57
47506070;889;3.72
47506075;660;3.63
47506080;873;1.69
47506085;832;3.16
47506090;887;4.21
47506095;631;3.1
47506100;499;3.2
47506105;297;4.35
47506110;1;0
47506115;472;3.65
47509005;634;3.22
47509010;351;1.66
47509015;755;4.26
47509020;647;3.07
47509025;528;3.2
47533005;395;1.55
47533010;304;1.22
47533015;570;1.51
47533020;163;1.81
47533025;1263;3.33
47533030;146;0.72
47533035;704;1.07
47533040;690;1.2
47533045;381;2.06
47533050;336;1.46
47533055;614;1.68
47533060;905;2.66
47533065;926;1.81
47533070;1024;5.1
47533075;452;5.27
47533080;842;2.51
47533085;684;3.88
47533090;557;4.56
47533095;825;4.44
47533100;663;4.81
47533105;337;4.75
47533110;443;4.42
47533115;609;1.87
47533120;982;2.95
47533125;585;3.99
47533130;529;4.45
47533135;580;2.56
47533140;594;1.66
47533145;546;3.24
47533150;695;6.08
47533155;748;5.07
47533160;784;3.89
47533165;1086;3.5
47533170;479;2.22
47533175;1156;2.68
47533180;488;3.64
47533185;954;2.6
47546005;615;2.61
47546010;667;2.51
47546015;568;1.91
47546020;1038;3.02
47546025;171;1.65
47546030;261;1.36
47546035;703;1.23
47546040;442;0.93
47546045;506;1.34
47546050;992;1.58
47546055;492;1.22
47551005;186;3.43
47551010;237;1.04
47551015;219;0.95
47551020;319;0.76
47551025;632;2.73
47551030;367;1.63
47551035;310;2.17
47551040;371;1.18
47551045;298;1.38
47551050;387;1.31
47551055;224;3.08
47551060;241;1.98
47551065;179;1.31
47551070;256;1.05
47551075;595;1.25
47551080;237;2.16
47551085;476;3
47559005;540;2.83
47559010;857;2.69
47559015;480;2.48
47559020;242;1.76
47559025;299;2.02
47559030;577;1.95
47559035;768;2.52
47559040;328;2.5
47559045;195;1.87
47559050;211;2.3
47574005;567;1.02
47574010;860;3.12
47574015;809;1.49
47574020;1013;4.6
47574025;1087;1.38
47574030;818;3.17
47574035;1336;1.8
47574040;1389;3.78
47574045;798;3.43
47574050;641;1.3
47574055;458;2.36
47574060;951;1.59
47574065;511;1.2
47574070;224;2.49
47574075;287;1.24
47574080;954;1.37
47574085;514;1.55
47574090;666;1.46
47574095;852;1.35
47574100;893;1.04
47574105;628;1.79
47589005;979;1.94
47589010;907;1.64
47589015;723;2.26
47589020;584;1.2
47589025;190;2.96
47589030;189;1.3
47608005;841;4.59
47608010;695;5.15
47608015;678;3.55
47608020;479;3.68
47608025;1439;1.92
47608030;874;1.89
47608035;918;3.4
47608040;765;2.31
47608045;944;4.58
47608050;427;3.01
47608055;726;0.9
47608060;1207;1.9
47608065;894;2.79
47608070;353;4.91
47608075;619;4.11
47608080;1170;2.25
47608085;839;3.1
47608090;785;1.91
47608095;348;1.31
47608100;862;2.33
47623005;968;4.27
47623010;521;2.65
47623015;447;1.33
47623020;647;2.34
47623025;637;2
47623030;615;3.3
47623035;946;3.22
47623040;984;2.02
47623045;1227;1.53
47623050;889;3.19
47623055;474;1.37
47624005;453;1.41
47624010;565;2.13
47625005;647;1.2
47625010;450;2.23
47626005;236;2.8
47626010;630;2.92
47626015;664;1.23
47626020;234;2.68
47626025;219;2.85
47627005;537;0.97
47627010;506;1.01
47638005;239;2.53
47638010;511;2.07
47638015;374;4.38
47638020;261;1.68
47638025;789;4.07
47638030;370;1.89
47638035;289;4.69
47638040;243;1.61
47638045;192;1.69
47638050;288;2.13
47638055;420;1.21
47638060;392;1.76
47638065;780;3.77
47638070;576;2.33
47638075;445;0.87
47638080;303;1.61
47638085;332;2.15
47647005;619;2.59
47647010;616;1.65
47647015;499;2.25
47647020;197;0.37
47647025;296;2.3
47647030;490;1.63
47647035;540;2.71
47647040;372;3.19
47647045;249;3.15
47647050;328;2.54
47647055;329;3.44
47647060;471;1.43
47647065;284;3.59
47647070;301;3.64
47647075;279;5.76
47652005;617;2.15
47652010;932;3.37
47652015;655;2.7
47652020;830;2.94
47652025;571;1.79
47652030;703;1.67
47652035;445;2.06
47661005;1085;2.13
47661010;977;2.38
47661015;904;3.65
47661020;950;1.53
47661025;857;2.3
47661030;597;1.27
47665005;1062;2.27
47665010;1136;2.12
47665015;369;1.34
47665020;560;1.77
47665025;526;4.08
47669005;907;2.73
47669010;691;2.29
47669015;776;2.56
47669020;663;1.91
47669025;571;2.3
47798005;533;6.52
47798010;732;4.23
47798015;743;8.08
47798020;623;8.63
47798025;800;7.23
47798030;753;7.62
47798035;602;6.01
47798040;816;6.67
47798045;607;4.33
47798050;788;7.85
47798055;483;7.43
47798060;623;7.57
47798065;577;5.28
47798070;547;7.82
47798075;704;7.29
47798080;655;8.86
47798085;602;6.57
47798090;540;7.53
47798095;676;6.9
47798100;769;8.71
47798105;174;3.23
47798110;627;5.97
47798115;836;6.98
47798120;1028;5.68
47798125;867;7.24
47798130;880;5.03
47798140;109;5.86
47799005;1178;8.07
47799010;704;6.62
47799015;560;7.88
47799020;1021;9.26
47799025;768;7.79
47799030;581;6.18
47799035;504;7.94
47799040;846;6.62
47799045;842;3.8
47799050;702;7.18
47799055;833;5.36
47799060;662;6.35
47799065;780;6.04
47799070;571;2.84
47799075;583;2.01
47799080;250;3.89
47800005;989;2.65
47800010;591;2.28
47800015;658;4.26
47800020;615;2.35
47800025;189;5.18
47800030;852;2.69
47800035;419;1.88
47800040;918;5.34
47800045;971;4.96
47800050;533;3.03
47800055;286;3.23
47800060;465;3.37
47800065;748;7.08
47800070;672;6.45
47800075;752;2.33
47802005;569;2.35
47802010;961;2.1
47802015;495;2.1
47802020;672;1.83
47802025;580;3.6
47802030;1353;2.06
47802035;247;2.97
47802040;112;1.5
47803005;559;3.8
47803010;844;4.31
47803015;552;2.75
47803020;678;4.41
47803025;549;3.92
47803030;276;4.62
47803035;673;5.27
47803040;839;2.23
47803045;724;3.39
47803050;614;5.13
47803055;440;5.24
47803060;218;2.39
47803065;573;5.27
47803070;740;7.39
47803075;1191;2.17
47803080;1343;2.12
47803085;532;1.92
47803090;627;2.34
47803095;694;4.81
47803100;170;3.51
47804005;605;1.77
47804010;513;5.24
47804015;399;2.81
47804020;748;3.97
47804025;476;2.88
47804030;405;1.07
47804035;390;1.73
47804040;647;2.8
47804045;364;4.95
47804050;395;2.01
47804055;869;2.77
47804060;651;1.02
47804070;210;2.69
47804075;317;2.11
47804080;586;1.75
47804085;548;2.07
47805005;116;1.12
47805010;729;4.99
47805015;726;5.35
47805020;815;7.53
47805025;441;6.2
47805030;836;7.62
47805035;572;8.02
47805040;859;8.91
47805045;1033;6.3
47805050;402;1.75
47805055;807;4.8
47805060;837;4.04
47807005;416;2.41
47807010;548;1.7
47807015;701;4.82
47807020;777;4.11
47807025;860;3.02
47807030;775;3.55
47807035;651;2.03
47807040;474;4.01
47807045;827;4.18
47807050;835;4.37
47807055;490;5.8
47807060;1043;4.77
47807065;605;3.6
47807070;504;5.04
47807075;620;2.48
47807080;649;2.32
47807085;634;1.05
47809005;517;4.72
47809010;430;3.84
47809015;844;2.17
47809020;898;2.7
47809025;841;4.27
47809030;419;3.76
47809035;661;4.43
47809040;507;4.24
47809045;805;2.15
47809050;1480;4.43
47809055;466;2.49
47809060;719;2.39
47809065;611;0.96
47809070;407;2.4
47809075;413;4.45
47809080;453;4.85
47809085;554;2.13
47809090;1276;5.17
47829006;370;0.84
47829010;646;1.09
