P8_ID;P8_MBA_A_Haushalt;P8_B4P_P_ALTER_18_29
60326080;551;30.72
60326085;915;37.36
60326090;1130;31.38
60326095;1284;38.24
60327005;1136;22.15
60327010;1369;30.4
60327015;328;40.13
60327020;1289;33.51
60327030;978;33.49
60327035;1884;25.16
60329005;415;25.23
60329015;801;30.97
60329020;739;30.39
60329025;726;26.5
60329030;682;37.26
60329035;728;37.17
60385005;1118;39.12
60385010;1148;42.42
60385015;909;23.98
60385020;811;32.45
60385025;1050;32.62
60385030;848;37.69
60385035;895;24.76
60385040;723;21.25
60385045;561;20.53
60385050;665;10.19
60385055;601;32.6
60385060;499;33.65
60385065;856;38.63
60385070;753;20.26
60385075;570;26.18
60385080;572;18.14
60385085;1376;33.89
60385090;914;28.24
60385095;481;14.78
60385100;812;16.84
60385105;559;10.32
60385110;685;16.12
60385115;897;21.66
60385120;480;15.45
60385125;735;36.84
60385130;959;30.1
60385135;543;37.71
60385140;419;15.91
60385145;610;14.74
60386005;519;14.17
60386010;400;15.86
60386015;696;18.07
60386020;646;14.49
60386025;669;15.7
60386030;561;19.14
60386035;469;16.92
60386040;1110;15.44
60386045;789;17.58
60386050;380;18.55
60386055;1175;15.79
60386060;1010;18.31
60386065;900;20.28
60386070;595;19.64
60386075;1000;18.04
60388005;523;15.18
60388010;1079;11.39
60388015;1195;15.7
60388020;447;8.06
60388025;1083;9.75
60388030;928;5.88
60388035;661;10.43
60388040;638;13.26
60388045;982;16.24
60388050;749;9.16
60388055;915;10.89
60388060;926;14.38
60389005;288;23.68
60389010;457;35.02
60389015;837;26.04
60389020;1026;27.29
60389025;1110;31.59
60389030;522;16.86
60389035;403;13.23
60389045;271;22.39
60389050;505;27.66
60389055;330;28.62
60389060;179;17.73
60389065;608;12.12
60389070;1406;11.93
60389075;527;30.03
60389080;607;10.42
60389085;304;27.4
60389090;800;15.57
60389095;552;14.56
60389100;498;6.82
60389105;815;13.9
60389110;883;14.13
60389115;316;10.46
60431005;507;11.76
60431010;1314;24.81
60431020;692;15.16
60431025;810;10.92
60431030;635;22.22
60431035;729;13.06
60431040;866;18.17
60431045;1113;9.34
60431050;74;9.41
60431055;666;11.67
60431060;739;13.24
60431065;789;20.18
60431070;762;10.35
60431075;566;11.64
60431080;5;41.32
60431085;620;27.43
60431090;508;23.47
60431095;658;29.05
60433005;788;22.94
60433010;757;12.29
60433015;569;20.41
60433020;700;17.7
60433025;831;13.71
60433030;849;11.16
60433035;322;15.33
60433040;413;17.93
60433045;617;18.14
60433050;1423;17.24
60433055;452;14.17
60433060;413;11.99
60433065;520;20.46
60433070;375;22.51
60433075;182;20.07
60433080;1510;18.08
60433085;461;14.94
60433090;745;25.91
60433095;986;9.83
60435005;934;18.55
60435010;887;17.46
60435015;911;16.7
60435020;1037;18.81
60435025;357;14.76
60435030;1006;17.65
60435035;995;15.74
60435040;571;14.37
60435045;258;16.97
60435050;680;20.92
60435055;396;12.82
60435060;686;20.12
60435065;1161;12.98
60435070;760;13.73
60435075;385;24.07
60435080;776;22.89
60435085;827;15.77
60435090;1272;20.22
60435095;1380;14.98
60435100;420;8.29
60437005;601;13.1
60437010;872;13.96
60437015;628;12.46
60437020;564;14.77
60437025;649;26.76
60437030;975;10.29
60437035;1206;14.13
60437040;945;13.14
60437045;1218;13.62
60437050;1133;12.25
60437055;750;14.94
60437060;627;12.02
60437065;895;9.22
60437070;993;19.24
60437075;428;9.77
60437080;1118;15.33
60437085;1028;13.28
60437090;882;12.61
60437095;595;33.09
60437100;544;31.15
60438005;1387;15.04
60438010;329;8.51
60438015;611;12.73
60438020;512;13.18
60438025;620;13.15
60438030;403;10.82
60438035;358;12.73
60439005;641;21.69
60439010;600;19.15
60439015;378;7.36
60439020;1255;16.75
60439025;808;14.96
60439030;658;16.4
60439035;649;17.93
60439040;841;18.14
60439045;419;9.82
60439050;713;13.15
60439055;464;13.4
60439060;667;11.75
60439065;419;9.6
60439070;512;13.75
60439075;364;12.93
60439080;625;17.14
60439085;1161;19.1
60439090;1384;16.56
60439095;419;13.25
60439100;1053;16.12
60439105;669;19.21
60439110;432;17.56
60439115;372;17.52
60439120;621;11.49
60439125;210;11.57
60439130;248;6.66
60439135;1020;13.69
60486005;1256;15.61
60486015;1954;15.09
60486020;1226;33.81
60486025;819;36.47
60486030;1473;36.94
60486035;613;14.79
60486045;662;32.78
60486050;725;30.97
60486055;692;30.21
60486060;1060;33.96
60486065;753;40.66
60486070;870;47.41
60486075;656;40.44
60486080;429;35.06
60486085;503;14.26
60487005;654;25.04
60487010;1074;26.77
60487015;249;36.5
60487020;357;34.07
60487025;764;36.03
60487030;1134;35.73
60487035;792;36.65
60487040;781;39.46
60487045;1312;33.99
60487050;1208;19.35
60487055;716;7.81
60487060;659;17.66
60487065;1422;37.34
60487070;245;67.87
60488005;812;9.09
60488010;1314;20.88
60488015;535;13.52
60488020;1091;21.73
60488025;491;9.03
60488030;695;10.35
60488035;584;10.59
60488040;855;10.75
60488045;578;20.1
60488050;560;12.05
60488055;388;6.97
60488060;470;17.38
60488065;674;9.61
60488070;1439;24.71
60489005;485;14.53
60489010;791;17.82
60489015;1056;23.19
60489020;621;20.98
60489025;1120;21.5
60489030;894;23.92
60489035;952;18.55
60489040;532;16.61
60489045;758;10.41
60489050;602;18.44
60489055;997;25.47
60489060;943;18.88
60528005;276;19
60528010;1558;30.66
60528015;386;20.72
60528020;872;26.93
60528025;460;14.83
60528030;536;21.9
60528035;650;17.27
60528040;1142;34.01
60528045;1082;40.33
60528050;603;12.64
60528055;654;14.46
60528060;735;10.96
60528065;559;21.24
60528070;757;14.81
60528075;1030;34.96
60528080;1135;27.17
60528085;1178;27.68
60528090;1150;25.02
60529005;505;9.32
60529010;850;10.81
60529015;570;12.55
60529020;787;13.03
60529025;1020;17.46
60529030;439;17.68
60529035;614;14.36
60529040;542;22.32
60529045;436;12.11
60529050;623;12.15
60529055;566;21.86
60529060;573;11.54
60529065;568;11.32
60529070;914;12.91
60529075;635;15.08
60549005;144;14.76
60594005;1118;33.03
60594010;857;34.79
60594015;983;32.27
60594020;89;18.47
60594025;858;22.83
60594030;784;19.3
60594035;848;20.86
60594040;992;21.9
60594045;846;23.76
60594050;587;30.97
60594060;844;29
60594065;594;44.94
60594070;668;39.65
60596005;1039;27.19
60596010;768;14.94
60596015;1002;21.83
60596020;441;16.56
60596025;700;15.96
60596030;451;11.38
60596035;783;13.88
60596040;1126;26.4
60596045;961;16.89
60598010;203;11.52
60598015;239;23.67
60598020;652;21.02
60598030;1385;21.1
60598035;933;23.77
60598040;1098;15.33
60598045;641;7.49
60598050;976;15.73
60598055;375;31.25
60598060;308;5.21
60598065;535;13.35
60598070;755;15.29
60598075;502;14.36
60598080;418;18.14
60598085;207;36.8
60598090;430;30.62
60598095;613;15.84
60598100;859;19.36
60598105;253;22.94
60599005;766;7.97
60599010;798;10.68
60599015;722;14.39
60599020;651;16.68
60599025;835;24.6
60599030;974;19.05
60599035;737;12.81
60599040;529;30.63
60599045;1142;14.9
60599050;1048;22.99
60599055;1030;16.11
60599060;1016;18.23
60599065;576;18.28
60599070;1863;22.53
60599075;526;23.22
61118005;397;17.2
61118010;633;13.77
61118015;441;18.64
61118020;368;11.6
61118025;317;6.34
61118030;319;15.71
61118035;532;17.22
61118040;429;7.94
61118045;443;15.98
61118050;607;26.72
61118055;698;21.92
61118060;774;16.61
61118065;464;15.73
61118070;442;23.4
61118075;306;9.29
61118080;245;6.24
61118085;640;20.4
61118090;489;9.4
61118095;308;15.62
61118100;398;26.76
61118105;653;22.54
61118110;649;18.85
61118115;396;15.28
61118120;473;21.61
61118125;349;11.37
61118130;516;15.62
61118135;718;9.7
61118140;646;13.8
61118145;513;8.85
61118150;326;8.47
61118155;400;9.87
61130005;495;14.26
61130010;305;13
61130015;579;14.82
61130020;525;11.19
61130030;547;13.12
61130035;666;23.07
61130040;458;10.09
61130045;506;13.99
61130050;457;23.81
61130055;394;12.67
61130060;251;17.23
61130065;759;17.03
61130070;247;15.75
61130075;345;12.63
61130080;581;14.76
61130085;966;19.6
61130090;237;12.99
61130095;517;14.8
61130100;633;14.07
61130105;4;5.07
61137005;1091;13.83
61137010;755;12.09
61137015;908;20.36
61137020;597;14.1
61137025;1217;17.27
61137030;925;16.14
61138005;962;15.91
61138010;784;13.63
61169005;709;15.05
61169010;446;23.37
61169015;511;28.68
61169020;599;11.99
61169025;482;18.44
61169030;817;25.81
61169035;481;9.96
61169040;739;16.16
61169045;318;11.13
61169050;489;12.21
61169060;558;10.78
61169065;546;11.79
61169070;513;13.54
61169075;535;11.65
61169080;603;19.63
61169085;641;15.54
61169090;578;31.4
61169095;662;18.31
61169100;732;17.4
61169105;529;13.22
61169110;798;19.64
61169115;337;10.93
61169120;342;16.98
61169130;531;19.31
61184005;681;19.02
61184010;656;13.04
61184015;420;18.27
61184020;379;11.05
61184025;622;21.63
61184030;491;17.89
61184035;388;16.75
61184040;480;13.59
61184045;597;15.47
61184050;655;15.73
61184055;411;11.3
61184060;477;12.54
61184065;333;10.47
61184070;281;13.25
61184075;670;21.37
61184080;354;16.21
61184085;610;23.02
61184090;560;16.33
61184095;479;15.78
61184100;520;12.08
61191005;1361;14.11
61191010;1032;15.87
61191015;911;18.97
61191020;880;14.02
61191025;1277;15.51
61194005;669;20.32
61194010;1155;13.41
61194015;699;12.22
61194020;269;17
61194025;987;15.21
61194030;465;10.7
61197005;513;13.57
61197010;587;11.32
61197015;357;11.33
61197020;282;9.44
61197025;378;13.64
61197030;395;18.21
61197035;329;14.29
61197040;418;14.15
61197045;345;18.95
61197050;311;11.01
61200005;1084;14.69
61200010;608;12.06
61200015;929;13.44
61200020;523;10.76
61200025;503;15.66
61200035;11;31.22
61200040;793;15.22
61203005;765;17.44
61203010;234;8.37
61203015;575;14.43
61203020;205;10.22
61203025;1023;17.06
61203030;492;8.79
61206005;944;18.45
61206015;607;15.29
61206020;425;12.36
61206025;8;42.57
61206030;736;13.45
61209005;550;17.97
61209010;361;10.26
61209015;610;14.21
61209020;479;14.56
61209030;372;13.57
61209035;201;7.48
61231005;654;19.44
61231010;602;24.44
61231015;683;17.16
61231020;385;18.06
61231025;546;18.71
61231030;378;18.22
61231035;667;28.7
61231040;382;22.19
61231045;676;17.29
61231050;529;12.98
61231055;718;16.32
61231060;435;14.5
61231065;506;13.74
61231070;635;8.95
61231075;395;10.18
61231080;725;23.7
61231085;586;14.38
61231090;360;18.19
61231095;320;10.31
61231100;632;17.61
61231105;590;25.65
61231110;675;13.45
61231115;442;16.21
61231120;290;13.72
61231125;817;13.39
61231130;409;8.57
61231135;606;21.44
61231140;461;10.53
61231145;584;10.37
61239005;990;15.73
61239010;1184;15.89
61239015;639;14.28
61250005;538;19.83
61250010;637;21.11
61250015;438;15.97
61250020;578;11.94
61250025;176;10.7
61250030;535;18.37
61250035;359;10.91
61250040;540;12.32
61250045;391;12.93
61250050;178;9.06
61250055;877;13.85
61250060;681;26.13
61250065;318;20.6
61250070;230;14.29
61250075;413;9.4
61267005;705;17.97
61267010;633;12.48
61267015;914;22.08
61267020;798;18.67
61267025;403;16.43
61267030;741;12.81
61267035;720;18.26
61267040;396;19.94
61267045;564;14.87
61267050;476;8.2
61267055;755;22.62
61267060;517;7.15
61273005;593;18.57
61273015;716;15.85
61273020;781;13.37
61273025;772;11.97
61273030;278;11.3
61273035;892;13.01
61273040;12;23.56
61273045;560;7.58
61276005;511;12.5
61276010;266;14.05
61276015;437;11.49
61276020;316;11.6
61276025;369;19.23
61276030;402;13.57
61276035;278;14.26
61276040;470;13.74
61279005;744;18.45
61279010;389;9.01
61279015;595;13.93
61279020;285;14.74
61279025;368;14.54
61348010;1144;7.84
61348015;1320;19.46
61348020;1048;31.23
61348025;1401;24.7
61348030;742;15.21
61348035;1250;24.6
61348040;550;11.85
61348045;671;25.18
61348050;441;12.41
61350005;1273;8.6
61350015;1324;15.96
61350020;597;12.78
61350025;299;34.35
61350030;699;4.75
61350035;962;21.7
61350040;1696;10.25
61350045;953;12.57
61350055;1046;16.27
61350060;1305;8.36
61350065;617;10.5
61350070;717;15.37
61350075;508;33.36
61352005;1082;25.37
61352010;266;10.76
61352015;103;14.78
61352020;470;6.03
61352025;1482;13.14
61352030;1058;15.3
61352035;1065;8.38
61352040;1685;20.46
61352045;1290;9.47
61352050;1088;9.68
61381005;384;17.44
61381010;643;13.98
61381015;557;10.6
61381020;631;10.15
61381025;438;8.02
61381030;230;17.17
61381035;414;9.53
61381040;467;8.57
61381045;524;17.66
61381050;405;8.62
61381055;568;15.79
61381060;334;14.9
61381065;651;20.41
61381070;982;17.16
61381075;612;20.69
61381080;233;8.61
61381085;682;32.2
61381090;653;9.75
61381095;430;12.9
61381100;389;14.8
61381105;390;18.76
61381110;468;12.62
61381115;364;20.11
61381120;473;6.47
61381125;66;15.99
61389005;654;15.77
61389010;230;12.92
61389015;358;13.41
61389025;710;16.99
61389030;657;12.57
61389035;679;15.66
61389040;274;10.27
61389045;456;8.66
61389050;261;9.58
61389055;328;18.18
61440005;363;11.98
61440010;358;18.6
61440015;409;24.57
61440020;399;13.81
61440025;438;11.01
61440030;678;29.11
61440035;369;6.35
61440040;671;17.41
61440045;691;9.17
61440050;573;11.01
61440055;382;16.9
61440060;654;25.96
61440065;405;16.07
61440070;602;12.91
61440075;532;13.11
61440080;426;18.2
61440085;475;6.36
61440090;430;11.3
61440095;530;10.98
61440100;732;15.65
61440105;473;15.53
61440110;1017;23.14
61440115;672;16.8
61440120;534;14.51
61440125;521;14.95
61440130;461;11.67
61440135;711;21.32
61440140;460;12.99
61440145;553;10.62
61440150;728;18.76
61440155;704;26.86
61440160;522;11.46
61440165;476;16.36
61440170;654;19.83
61440175;361;6.55
61440180;549;7.51
61440185;410;14.65
61440190;358;13.21
61440195;613;10.34
61440200;455;11.9
61449005;1504;19.96
61449010;1505;18.43
61449015;531;18.11
61449020;845;8.84
61449025;393;13.52
61462005;443;10.62
61462010;634;20.29
61462015;608;14.98
61462020;346;14.69
61462025;298;10.37
61462030;388;7.06
61462035;511;11.51
61462040;740;16.2
61462045;576;11.67
61462050;314;12.1
61462055;621;16.91
61462060;350;10.24
61462065;498;19.02
61462070;545;13.32
61462075;505;8.32
61462080;357;6.27
61462085;416;11.97
61476005;434;10.77
61476010;564;16.5
61476015;316;6.37
61476020;442;11.53
61476025;587;14.53
61476030;645;15.37
61476035;439;10.39
61476040;628;12.67
61476045;465;10.36
61476050;543;13.97
61476055;535;10.99
61476060;499;10.29
61476065;348;6.48
61476070;517;19.49
61476075;512;14.16
61476080;306;6.55
61476085;329;13.49
61476090;319;8.53
61476095;525;32.36
61479005;640;9.8
61479010;584;10.16
61479015;503;9.55
61479020;418;11.45
61479025;631;13.23
63065005;713;25.18
63065010;747;32.86
63065015;1062;25.54
63065020;387;21.96
63065025;879;33.72
63065030;817;32.04
63065035;556;30.61
63065040;625;30.14
63065045;392;40.38
63065050;330;11.93
63065055;1091;30.99
63065060;1245;28.9
63065065;438;35.18
63065070;908;28.37
63067005;207;38.61
63067010;1040;28.78
63067015;1099;41.68
63067020;721;27.82
63067025;394;30.24
63067030;1301;31.01
63067035;816;29.2
63067040;701;35.11
63067045;811;14.95
63067050;894;35.22
63067055;1315;29.15
63067060;743;16.18
63067065;441;12.06
63067070;1212;31.72
63069005;422;10.93
63069010;1070;31.61
63069015;414;22.58
63069020;1009;28.13
63069025;809;23.63
63069030;657;11.79
63069035;559;12.66
63069040;1058;16.75
63069045;361;11.21
63069050;714;23.46
63069055;760;14
63069060;608;12.37
63069065;568;13.11
63069070;661;38.56
63069075;795;35.76
63069080;382;21.83
63069085;415;10.38
63069090;521;14.9
63069095;557;17.46
63069105;384;20.5
63069110;666;6.88
63069115;614;12.94
63069120;737;29.91
63069125;96;25.02
63071005;735;19.38
63071010;932;19.18
63071015;533;13.34
63071020;562;29.62
63071025;460;20.12
63071030;877;15.06
63071035;647;28.68
63071040;988;25.92
63071045;1015;14.46
63071050;863;15.17
63071055;620;11.48
63071060;748;18.12
63071065;754;17.01
63071070;336;16.95
63071075;519;9.91
63071080;409;8.17
63071085;792;7.45
63071090;576;11.25
63073005;752;17.45
63073010;900;14.69
63073015;939;14.51
63073020;793;15.03
63073025;749;13.19
63073030;830;13.81
63073035;773;13.78
63073040;1016;14.5
63073045;589;14.26
63073050;912;17.89
63075005;759;13.49
63075010;282;22.75
63075015;407;12.3
63075020;1031;14.49
63075025;628;19.42
63075030;761;12.23
63075035;435;14.28
63075040;624;14.1
63075045;964;15.83
63075050;798;14.69
63075055;968;13.1
63075060;642;11.77
63075065;1143;11.09
63110005;426;13.36
63110010;959;18.68
63110015;249;11.9
63110020;354;22.51
63110025;442;12.28
63110030;384;13.62
63110035;669;15.44
63110040;798;23.09
63110045;484;13.05
63110050;741;18.3
63110055;478;15.5
63110060;358;13.32
63110065;518;14.83
63110070;576;14.44
63110075;403;14.53
63110080;600;17.14
63110085;432;22.1
63110090;813;14.74
63110095;441;17.05
63110100;565;15.26
63110105;494;15.52
63110110;772;19.61
63110115;440;14.6
63110120;876;13.62
63110125;674;18.14
63110130;463;13.67
63110135;291;14.93
63110140;413;12.69
63110145;377;6.96
63110150;760;16.41
63110155;817;23.31
63110160;554;18.08
63110165;555;20.45
63110170;635;17.56
63110175;393;17.82
63110180;580;16.42
63110185;465;15.03
63110190;313;23.12
63110195;726;17.65
63110200;381;13.53
63128005;672;7.78
63128010;544;16.72
63128015;490;10.93
63128020;521;7.85
63128025;623;21.97
63128030;490;19.79
63128035;770;11.09
63128040;748;10.35
63128045;375;4.9
63128050;592;11.99
63128055;517;8.56
63128060;659;13.67
63128065;583;9.3
63128070;315;7.2
63128075;1309;22.13
63128080;471;19.22
63128085;893;25.16
63128090;368;40.2
63128095;236;58.25
63128100;610;21.31
63128105;348;36.44
63128110;487;33.56
63128115;1327;37.19
63128120;244;13.52
63128125;623;13.76
63128130;304;4.07
63128135;501;18.19
63128140;304;11.59
63128145;357;17.07
63150005;749;20.96
63150010;726;19.15
63150015;707;17.94
63150020;642;15.87
63150025;826;14.41
63150030;447;17.09
63150035;646;9.16
63150045;267;15.92
63150050;564;4.4
63150055;533;18.6
63150060;543;11.29
63150065;742;12.14
63150070;357;17.14
63150075;491;11.59
63150080;475;14.83
63150085;545;10.52
63150095;421;15.88
63165005;661;13.39
63165010;765;17.87
63165015;443;18.91
63165020;584;13.43
63165025;564;22.73
63165030;689;11.74
63165035;455;18.3
63165040;767;19.37
63165045;826;14.77
63165050;413;13.89
63165055;746;15.69
63165060;664;13.65
63165065;465;16.78
63165070;704;14.95
63165075;681;16.83
63165080;867;19.11
63165085;720;20.45
63165090;483;18.05
63165095;606;29.12
63165100;587;13.22
63165105;493;18.8
63165110;438;18.18
63165115;789;24.3
63179005;620;11.07
63179010;742;18.45
63179015;776;23.54
63179020;571;16.21
63179025;333;15.84
63179030;542;18.37
63179035;664;16.01
63179040;753;15.72
63179045;561;10.59
63179050;590;15.08
63179055;458;17.96
63179060;464;15.02
63179065;571;17.43
63179070;306;10.09
63179075;560;14.47
63179080;540;25.8
63179085;615;22.57
63179090;655;21.1
63179095;648;19.26
63179100;619;21.3
63179105;566;15.16
63225005;697;13.14
63225010;676;22.09
63225015;737;15.25
63225020;368;11.74
63225025;660;38.5
63225030;347;17.16
63225035;1027;13.73
63225040;538;19.71
63225045;466;18.15
63225050;658;16.44
63225055;611;19.39
63225060;504;25.17
63225065;555;14.07
63225070;559;11.62
63225075;463;17.05
63225080;595;26.62
63225085;616;8.23
63225090;575;15.02
63225095;560;11.19
63225100;394;8.36
63225105;457;22.33
63225110;618;18.25
63225115;454;13.43
63225120;687;15.65
63225125;319;13.4
63225130;361;25.34
63225135;309;18.17
63225140;883;20.22
63225145;512;26.7
63225150;352;11.62
63225160;401;15.39
63225165;595;14.93
63263005;521;29.06
63263010;595;18.14
63263015;699;19.06
63263020;713;18.99
63263025;347;19.38
63263030;437;12.02
63263035;523;11.51
63263040;271;10.18
63263045;760;23.26
63263050;554;12.55
63263055;522;15.33
63263060;635;21.25
63263065;506;16.91
63263070;1055;34.58
63263075;689;13.62
63263085;348;14
63263090;372;11.49
63263095;358;10.38
63263100;751;15.17
63263105;399;17.75
63263110;318;18.57
63263115;460;37.19
63263120;522;21.5
63263125;481;21.86
63263130;301;14.34
63263140;651;18.74
63263145;394;22.04
63263150;524;9.15
63263155;336;9.67
63263160;413;13.27
63263165;459;13.68
63263170;819;24.27
63263175;332;13.21
63263180;89;9.82
63263185;856;14.97
63263190;4;15.45
63263195;232;14.52
63303005;636;21.65
63303010;493;26.35
63303015;904;14.58
63303020;286;9.64
63303025;439;20.53
63303030;663;17.3
63303035;540;14.72
63303040;750;22.25
63303045;512;14.57
63303050;477;22
63303055;430;15.55
63303060;767;19.06
63303065;750;16.14
63303070;698;18.02
63303075;822;20.33
63303080;403;18.92
63303085;448;16.69
63303090;614;10.75
63303095;504;14.32
63303100;511;4.2
63303105;702;11.68
63303110;528;20.41
63303115;350;14.21
63303120;507;16.46
63303125;450;7.57
63303130;408;5.31
63303135;304;7.12
63303140;553;9.31
63303145;379;5.48
63303150;531;6.06
63303155;655;16.33
63303160;591;26.62
63303165;438;12.28
63303170;319;23.24
63303175;486;13.95
63303180;263;13.39
63303185;560;13.28
63303190;675;25.72
63303195;477;13.24
63322005;855;16.84
63322010;606;14.76
63322015;904;20.61
63322020;678;15.52
63322025;449;18.12
63322030;693;9.96
63322035;343;12.12
63322040;437;15.99
63322045;385;12.04
63322050;537;15.39
63322055;341;15.03
63322060;561;15.37
63322065;591;12.59
63322070;716;13.88
63322075;522;12.95
63322080;902;24.19
63322085;587;13.5
63322090;583;15.28
63322095;766;20.88
63322100;750;22.45
63322105;347;24.12
63322110;529;7.66
63322115;329;8.69
63322120;367;6.99
63329005;1240;14.51
63329010;1010;15.78
63329015;1452;15.91
63329020;735;13.87
63329025;937;20.62
63450005;968;32.16
63450010;670;28.05
63450015;750;23.41
63450020;853;27.73
63450025;919;29.63
63450030;580;28.6
63450035;854;25.15
63450045;761;31.64
63450050;731;25.19
63450055;783;27.05
63450060;1245;27.59
63450065;515;23.45
63450070;611;12.29
63452005;652;12.22
63452010;791;14.25
63452015;939;16.62
63452020;683;20.19
63452025;622;18.93
63452030;1079;14.36
63452035;854;23.2
63452040;595;28.31
63452045;890;20.81
63452050;772;22.57
63452055;976;15.18
63452060;811;17.5
63454005;849;12.94
63454010;1170;17.71
63454015;1113;11.91
63454020;510;11.13
63454025;681;12.76
63454030;975;19.91
63454035;487;4.15
63454040;933;11.82
63454045;1003;14.15
63456005;366;15.95
63456010;1328;13.86
63456015;901;15.78
63456020;877;9.21
63456025;592;10.66
63456030;884;13.45
63456035;852;14.09
63456040;1333;17.68
63456045;674;11.41
63456050;920;14.1
63456055;1278;10.19
63457005;42;16.91
63457010;679;10.22
63457015;858;15.83
63457020;751;17.02
63457025;835;10.49
63457030;706;15.77
63457035;772;14.12
63457040;602;15.03
63457045;917;10.09
63457050;1052;13.87
63477005;645;14.27
63477010;639;12.87
63477015;618;17.59
63477020;628;18.7
63477025;697;21.99
63477030;428;12.52
63477035;427;14.4
63477040;330;14.78
63477045;225;10.47
63477050;383;11.88
63477055;356;12.61
63477060;711;16.04
63477065;679;13.39
63477070;391;12.44
63477075;462;12.89
63477080;621;12.18
63477085;586;19.54
63477090;583;20.5
63477095;403;23.24
63477100;605;21.37
63477105;455;14.72
63477110;355;11
63477115;729;17.57
63477120;445;17.74
63477125;707;32.84
63477130;518;24.8
63477135;498;15.38
63477140;367;11.75
63477145;228;11.43
63477150;382;12.62
63477155;413;14.36
63477160;480;11.89
63477165;722;15.67
63477170;483;25.06
63477175;529;20.85
63486005;442;14.18
63486010;541;13.48
63486015;659;15.38
63486020;513;17.1
63486025;419;14.31
63486030;349;14.5
63486035;650;13.67
63486040;716;24.42
63486045;456;13.32
63486050;498;12.26
63486055;804;20.5
63486060;483;11.99
63486065;414;10.57
63486070;373;9.41
63486075;442;14
63486080;451;22.32
63486085;398;13.06
63486090;438;21.76
63486095;422;15.18
63486100;352;10.46
63500005;606;10.5
63500010;388;11.19
63500015;555;17.37
63500020;391;14.41
63500025;636;14.13
63500030;587;12.55
63500035;465;18.64
63500040;816;20.31
63500045;773;20.49
63500050;732;14.32
63500055;477;18.38
63500060;575;17.42
63500065;728;15.37
63500070;783;11.74
63500075;592;25.19
63500080;792;18.81
63500085;675;15.54
63505010;1261;16.2
63505015;354;10.63
63505020;382;12.56
63505025;558;13.24
63505030;780;13.83
63505035;1866;19.99
63505040;1386;17.14
63512005;692;12.78
63512010;1673;16.49
63512015;1556;15.7
63512020;469;15.55
63512025;1004;12.67
63512030;916;18.27
63512035;1269;17.34
63517005;575;14.1
63517010;759;16.81
63517015;605;14.96
63517020;456;12.5
63517025;689;9.75
63517030;387;25.24
63517035;658;12.66
63517040;635;19.1
63517045;545;7.82
63526005;1409;13.81
63526015;1247;13.27
63526020;1536;14.05
63526025;919;24.92
63526030;605;19.33
63526035;540;21.02
63533010;357;25.13
63533020;500;14.21
63533025;574;14.03
63533030;488;16.96
63533035;483;14.26
63533040;547;17.51
63533045;652;13.49
63533050;761;13.53
63538005;676;17.16
63538010;910;12.7
63538015;821;24.66
63538020;246;7.1
63538025;362;10.2
63538030;459;13.03
63543010;755;12.77
63543015;1051;12.37
63543020;2;11.05
63543025;732;20.82
63546005;594;10.79
63546010;961;14.1
63546015;742;19.13
63549005;457;13.53
63549010;562;14.72
63549015;623;15.39
63571005;634;23.96
63571010;456;11.61
63571015;402;19.76
63571020;402;19.9
63571025;792;26.13
63571030;728;12.98
63571035;473;14.33
63571040;368;14.84
63571045;322;15.87
63571050;885;13.18
63571055;666;13.27
63571060;733;9.95
63571065;250;8.1
63571070;478;21.59
63571075;381;18.24
63571080;208;17.37
63571085;540;11.04
63571090;547;14.09
63571095;1066;17.72
63571100;674;14.28
63571105;380;15.6
63579005;1097;13.5
63579010;563;19.07
63579015;1289;13.66
63579020;1274;17.03
63579025;902;14.78
63579030;847;13.85
63579035;1144;13.18
63584005;697;14.73
63584010;503;14.48
63584015;636;14.86
63584020;539;16.98
63584025;448;14.83
63584030;436;12.52
63584035;524;13.04
63584040;571;9.74
63584045;473;10.96
63584050;533;18.08
63584055;554;17.78
63584060;385;12.95
63584065;580;14.71
63589005;891;12.18
63589010;1011;18.86
63589015;126;10.03
63589020;1039;12.88
63589025;629;12.19
63589030;734;13.32
63589040;444;19.24
63594005;425;14.2
63594010;762;13.14
63594015;1279;13.74
63594020;457;14.22
63594025;394;18.35
63594030;740;13.85
63599005;710;19.26
63599010;602;13.24
63599015;365;11.95
63599025;213;15.54
63599030;511;10.76
63599035;471;12.31
63599040;509;12.59
63599045;530;11.82
63599050;1;12.65
63607005;899;12.51
63607010;1055;21.89
63607015;463;13.65
63607020;640;15.36
63607025;325;15.52
63607030;241;8.65
63607035;455;13.62
63607040;737;14.57
63607045;497;7.14
63607050;193;7.79
63607055;220;9.65
63619005;1695;15.26
63619010;1161;15.14
63619020;963;13.28
63619025;1371;13.22
63619030;2;4.5
63628005;514;18.45
63628010;409;10.3
63628015;586;17.85
63628020;742;17.81
63628025;465;9.1
63628030;649;17.3
63628035;243;12.63
63628040;643;18.82
63628045;261;8.73
63628050;323;16.01
63628055;303;10.83
63628065;352;10.76
63628070;447;11.46
63628081;307;8.89
63628082;78;7.56
63633005;672;16.82
63633010;136;10.57
63633015;436;16.28
63633020;254;10.23
63633025;283;9.34
63633030;339;11.09
63633035;384;10.94
63633040;167;8.73
63633045;216;7.36
63636005;630;16.23
63636010;482;10.99
63636015;570;15.5
63636020;240;10.11
63636025;449;8.99
63636030;96;10.89
63637005;614;14.06
63637010;377;8.13
