P8_ID;P8_MBA_A_Haushalt;P8_B4P_P_ALTER_18_29
02625020;670;29.45
02625025;665;26.37
02625030;492;10.68
02625035;1194;17.53
02625040;577;16.97
02625045;983;17.92
02625050;342;12.39
02625055;442;12.4
02625060;449;12
02625065;528;31.14
02625070;572;20.61
02625075;628;27.45
02625080;633;22.92
02625085;215;6.1
02625090;410;10.84
02625095;381;22.28
02625100;224;7.46
02625105;415;15.4
02625110;623;7.23
02625115;561;9.33
02625120;571;11.63
02625125;217;15.22
02625130;257;19.62
02625135;510;13.85
02625140;330;18.08
02625145;579;17.34
02625150;720;20.29
02625155;258;16.97
02625160;298;26.13
02625165;155;8.84
02625170;356;7.38
02625175;139;7.1
02625180;370;10.7
02625185;262;11.33
02625190;573;10.79
02625195;457;8.6
02625200;207;8.57
02625205;164;11.11
02625210;179;13.05
02627005;290;14.96
02627010;155;9.43
02627015;161;9.72
02627025;138;9.35
02627030;149;10.98
02627035;136;22.31
02627040;183;13.84
02627045;73;14.06
02627055;160;6.54
02627060;151;7.77
02627065;186;13.53
02627070;227;11.63
02627075;243;11.91
02627080;161;8.11
02627085;200;11.84
02627090;160;8.21
02627095;170;8.5
02627100;248;10.91
02627110;221;11.87
02627120;224;9.92
02627125;217;10.04
02627130;448;13.6
02627135;163;15.47
02627140;134;10.92
02627145;60;8.04
02627150;42;12.13
02627155;120;8.65
02627160;143;11.91
02627165;24;15.09
02627170;149;9.18
02627175;22;6.96
02633005;229;12.17
02633010;215;14.19
02633015;168;13.13
02633020;231;8.91
02633025;405;11.13
02633040;188;12.14
02633045;163;9.67
02633050;105;8.8
02633055;164;15.59
02633060;43;9.84
02633065;300;15.91
02681010;347;8.91
02681020;889;14.42
02681025;231;7.24
02681030;459;15.12
02681035;255;9.41
02681040;97;7.79
02681050;158;7.64
02681055;237;8.64
02681060;343;8.42
02681065;171;16.6
02681070;581;9.49
02681075;495;24.43
02681080;693;19.71
02681085;356;9.15
02681090;35;7.66
02681095;161;9
02681100;61;7.94
02681105;178;9.36
02681110;24;13.21
02689005;143;9.26
02689010;194;8.83
02689015;220;9.47
02689020;388;11.17
02689025;241;12.61
02689030;430;11.87
02689035;303;11.41
02689040;165;10.49
02689045;134;5.54
02689050;266;11.02
02689055;548;10.96
02689060;593;11.58
02692005;569;15.8
02692010;131;8.97
02692015;98;19.35
02692020;164;10.95
02692025;808;14.22
02692030;157;12.65
02692035;140;15.87
02692040;145;6.61
02692050;516;10.08
02692055;244;11.71
02692065;104;6.43
02692070;68;8.68
02692075;9;1.72
02692080;113;16.78
02694005;215;7.92
02694010;697;14.01
02694015;213;8.73
02694020;128;6.64
02694025;189;17.98
02694030;200;8.9
02694035;210;16.97
02694040;189;12.14
02694060;218;8.93
02694065;203;10.3
02694070;273;14.04
02694075;191;13.97
02694080;298;10.34
02694090;166;10.24
02694095;186;9.56
02694105;48;7.31
02694110;25;7.15
02694115;120;10.66
02694120;76;9.06
02694125;109;7.55
02694130;93;12.67
02694135;102;9.02
02694140;122;11.05
02694145;27;17.55
02699005;152;9.88
02699010;944;24.26
02699015;57;8.95
02699020;87;8.09
02699025;326;13.9
02699040;233;13.74
02699045;203;10.05
02699060;141;18.28
02699065;96;6.14
02699070;29;4.98
02699075;149;12.34
02699080;16;2.98
02699085;426;8.03
02699090;129;11.28
02699095;51;8
02699100;254;14.62
02708005;355;13.99
02708010;114;6.88
02708015;561;12.43
02708020;125;7.1
02708025;230;13.08
02708030;181;11.56
02708035;337;11.01
02708040;156;6.48
02708045;890;21.05
02708050;181;31.77
02708055;255;23.4
02708060;140;19.78
02708065;388;11.3
02708070;145;9.31
02708075;122;11.21
02708080;541;15.56
02708085;118;4.66
02708090;225;18.67
02708100;593;12.98
02708105;114;19.09
02708110;118;10.1
02708115;205;10.35
02708120;517;8.56
02708125;298;20.34
02708130;173;11.27
02708135;451;13.67
02708140;75;22.49
02708145;150;8.76
02708150;117;11.06
02708155;160;9.99
02708160;141;9.9
02708165;532;12.96
02708170;202;10.76
02708175;632;9.69
02708180;256;7.91
02708185;159;12.46
02708190;113;15.24
02708195;433;9.17
02708200;550;10.45
02708205;501;21.13
02708210;418;16.18
02708215;804;21.05
02727005;618;11.85
02727010;316;10.69
02727015;247;10.53
02727020;1254;13.51
02727025;468;10.64
02730005;528;10.54
02730010;220;8.68
02730015;226;11.29
02730020;493;9.25
02730025;327;7.88
02730030;422;13.7
02730035;471;15
02730040;1311;20.44
02733010;62;11.42
02733015;178;14.75
02733020;596;8.84
02733025;670;18.55
02733030;143;6.58
02733035;907;9.72
02736005;162;5.53
02736010;112;10.77
02736015;290;10.83
02736020;162;9.64
02736025;314;8.11
02736030;696;12.47
02739005;525;10.68
02739010;180;8.37
02739015;579;11.96
02739020;356;8.34
02739025;264;13.2
02739030;181;7.39
02742005;623;8.02
02742010;105;8.31
02742015;580;12.69
02742020;192;14.19
02742025;185;12.91
02747005;305;11.26
02747010;237;7.97
02747015;239;8.89
02747020;523;9.74
02747025;612;15.72
02747030;196;6.55
02747035;293;11.17
02747045;239;14.23
02747050;123;8.63
02747055;14;11.68
02747060;64;16.27
02748005;222;9.99
02748010;253;10.53
02748015;581;16.34
02748020;378;7.17
02748025;188;12.69
02763005;471;10.89
02763010;536;9.66
02763015;469;13.13
02763020;774;12.31
02763025;523;7.5
02763030;334;8.84
02763035;526;38.72
02763040;397;28
02763045;286;35.32
02763050;528;32.3
02763055;367;17.05
02763060;289;12.33
02763065;397;9.79
02763070;349;14.19
02763075;343;22.53
02763080;499;22.21
02763085;297;12.74
02763090;670;17.27
02763095;307;24.97
02763100;499;12.46
02763105;248;18.34
02763110;307;26.59
02763115;392;21.79
02763120;328;12.38
02763125;311;22.78
02763130;234;12.72
02763135;275;16.34
02763140;153;12.59
02763145;207;15.99
02763150;600;13.74
02763155;403;15.77
02763160;303;12.48
02763165;584;13.1
02763170;510;9.79
02763175;469;20.79
02763180;234;5.65
02779005;461;10.18
02779010;472;11.13
02779015;335;8.85
02779020;973;15.31
02779025;792;11.35
02782005;537;11.77
02782010;702;12.88
02782015;719;9.8
02782020;87;6.81
02785005;294;18.61
02785010;172;11.76
02785015;1581;15.09
02785020;129;14.56
02785025;375;21.02
02788005;248;13.42
02788010;326;10.27
02788015;151;12.09
02788020;108;7.37
02788025;382;9.46
02788030;392;5.54
02788035;392;5.89
02791005;792;11.27
02791010;773;12.2
02791015;380;9.1
02791020;293;12.49
02791025;222;7.92
02794005;257;11.73
02794010;132;15.54
02794015;766;10.31
02794020;581;8.47
02796005;782;11.44
02797005;210;8.53
02797010;511;12.15
02799005;647;10.27
02826005;614;10.83
02826010;493;17.7
02826015;834;22.1
02826020;529;16.67
02826025;263;18.25
02826030;441;10.83
02826035;257;28.89
02826040;601;22.74
02826045;489;9.19
02826050;454;5.17
02826055;528;34.48
02826060;474;33.19
02826065;817;28.25
02826070;475;26.34
02826075;291;28.71
02826080;668;27.29
02826085;557;27.71
02826090;655;26.23
02826095;851;29.84
02826100;677;24.5
02826105;476;27.84
02826110;521;17.76
02826115;786;36.61
02826120;98;47.94
02826125;429;33.85
02826130;329;42.07
02826135;260;26.46
02827015;626;7.71
02827020;828;8.45
02827025;724;8.75
02827030;705;11.23
02827035;464;7.53
02827040;675;9.44
02827045;725;8.62
02827050;641;11.21
02827055;427;8.84
02827060;139;9.81
02827065;607;10.62
02827070;143;18.54
02827075;698;10.04
02827080;582;11.23
02827085;758;9.38
02828005;702;22.89
02828010;346;9.33
02828015;292;8.96
02828020;337;8.75
02828025;563;11.42
02828030;448;11.29
02828035;166;10.58
02828040;229;12.32
02828045;148;7.88
02828050;1397;11.79
02828055;211;10.55
02828060;857;11.82
02828065;456;10.6
02829010;382;13.17
02829015;277;10.03
02829020;232;13.39
02829025;340;11.88
02829030;400;12.55
02829035;241;9.34
02829040;146;7.78
02829045;153;12.95
02829050;291;14.37
02829060;219;12.03
02829065;561;13.65
02829070;232;8.99
02829075;233;7.44
02829080;25;9.38
02829085;553;11.25
02829090;37;6.68
02894005;179;9.75
02894010;219;9.4
02894015;488;18.46
02894020;133;9.45
02894025;643;11.8
02894030;197;13
02894035;634;11.33
02894040;316;10.75
02894045;133;17.6
02894055;168;9.3
02894060;31;9.34
02894065;234;11.87
02899005;272;14.18
02899010;342;9.53
02899015;399;12.02
02899020;276;7.9
02899025;207;8.94
02899030;530;13.26
02906005;204;12.5
02906010;210;11.78
02906015;133;8.44
02906020;208;10.57
02906040;243;10.76
02906045;141;5.84
02906055;119;11.07
02906060;310;13.05
02906065;133;7.81
02906070;316;28.74
02906075;436;11.41
02906080;985;20.02
02906085;753;6.92
02906090;313;8.63
02906095;601;7.05
02906100;630;20.96
02906105;513;7.44
02906115;123;8.66
02906120;136;11.54
02906125;171;7.7
02906135;270;7.84
02906145;201;8.72
02906150;288;13.44
02906155;122;6.56
02906160;458;12.53
02906165;98;5.58
02906170;168;9.84
02906175;72;12.8
02906180;107;9.09
02906185;103;9.5
02906195;91;7.67
02923005;357;11.55
02923010;137;14.12
02923015;156;8.07
02923020;705;10.41
02923025;162;10.25
02923030;729;12.42
02923035;124;13.64
02923040;151;8.99
02923045;131;12.46
02929005;481;20.1
02929010;145;8.86
02929015;210;14.01
02929020;431;21.34
02929025;177;11.11
02929030;212;7.89
02929035;241;8.12
02929040;212;7.36
02929045;320;10.38
02943005;676;23.15
02943010;60;8.07
02943015;192;6.43
02943020;248;9.72
02943025;881;19.96
02943030;200;30.15
02943035;333;10.73
02943040;688;19.54
02943045;564;16
02943050;223;8.1
02943055;406;16.14
02943060;411;15.86
02943065;773;20.42
02943075;331;13.38
02943080;528;19.86
02943085;571;18.16
02943090;428;11.93
02943095;70;27.69
02943100;517;16.02
02943105;235;12.49
02943110;466;11.63
02943115;559;9.93
02943120;359;24.78
02943125;473;9.99
02943130;54;40.68
02943135;219;27.42
02943140;143;28.62
02943145;55;25.06
02943150;84;40.16
02943160;129;8.29
02943165;440;8.23
02943170;103;10.52
02943175;18;9.6
02943180;133;9.32
02943185;268;7.57
02943190;18;5.56
02943195;63;5.9
02943200;48;14.3
02943205;31;5.72
02943210;40;5.24
02953005;587;12.31
02953010;676;15.09
02953015;373;12.62
02953020;161;6.02
02953025;596;11.25
02953030;185;9.98
02953035;199;11.19
02956005;354;8.42
02956010;228;19.38
02956015;152;10.89
02956020;438;11.43
02956025;152;6.08
02957005;1060;12.67
02957010;193;7.05
02957015;323;6.52
02957025;564;10.22
02957030;100;10.06
02957035;49;8.17
02959005;262;13.22
02959010;723;13.48
02959015;433;8.22
02959020;350;11.1
02959030;91;6.97
02959035;95;7.45
02977005;266;9.69
02977010;939;10.12
02977015;803;12.52
02977020;751;22.52
02977025;516;13.5
02977030;379;9.04
02977035;713;9.85
02977040;645;14.85
02977045;321;11.94
02977050;523;21.65
02977055;490;18.55
02977060;367;30.59
02977065;508;8.11
02977070;513;13.79
02977075;116;27.43
02977080;694;23.84
02977085;643;18.53
02977090;593;29.91
02977095;648;11.85
02977100;571;15.04
02977105;967;15.89
02977110;607;15.69
02977115;384;39.64
02977120;407;5.57
02977125;684;10.96
02977130;504;12.99
02977135;301;13.4
02977140;423;9.06
02977145;466;17.29
02977150;329;8.8
02977155;441;11.88
02977160;651;11.51
02977165;338;10.39
02977170;306;12.39
02977175;581;25.45
02977180;661;12.04
02977185;36;7.98
02977190;549;15.64
02977195;313;24.3
02977200;267;29.38
02977205;240;19.11
02977210;268;20.99
02977215;251;16.3
02977220;711;32.45
02977225;435;33.4
02977230;372;13.45
02977235;459;11.59
02977240;191;11.2
02979005;300;12.85
02979010;159;10.38
02979015;265;14.87
02979020;206;13.04
02979025;181;8.08
02979030;176;12.26
02979035;214;9.64
02979040;150;11.76
02979045;131;10.65
02979050;179;13.29
02979060;86;9.64
02979065;246;7.19
02979070;179;22.86
02979075;4;44.53
02991005;226;19.4
02991010;433;13.08
02991015;252;12.33
02991020;313;9.5
02991025;226;22.54
02991030;312;6.87
02991035;290;7.36
02991040;686;23.96
02991045;146;12.3
02991050;138;11.98
02991055;789;18.49
02991065;229;10.1
02991070;436;5.61
02994005;457;5.79
02994010;142;4.16
02994015;279;8.29
02994020;1222;19.91
02994025;640;13.12
02994030;114;12.3
02994035;152;18.49
02994040;248;8.79
02997005;183;10.56
02997010;191;10.44
02997015;183;10.39
02997020;192;14.69
02997025;291;5.18
02997030;1022;14.52
02997035;147;11.86
02997040;171;9.28
02999005;22;8.59
02999015;172;9.73
02999020;214;10.57
02999025;445;16.25
02999030;260;10.35
02999035;418;14.2
02999040;460;10.51
02999045;507;10.12
02999050;217;10.08
03042005;351;9.43
03042010;722;15.09
03042015;181;10.72
03042020;78;6.39
03042025;847;15.07
03042030;358;9.32
03042035;905;17.74
03042040;160;12.44
03042045;754;9.49
03042050;615;12.35
03042055;879;13.58
03042060;335;7.8
03042065;430;19.39
03042070;831;17.72
03042075;772;10.66
03042080;201;6.9
03042085;756;10.35
03042090;139;8.07
03044005;711;23.14
03044010;553;21.65
03044020;302;18.76
03044025;872;18.23
03044030;343;29.64
03044035;330;16.25
03044040;970;14.94
03044045;349;10.57
03044050;616;10.33
03044055;545;18.79
03044060;278;26.04
03044065;502;13.1
03044070;246;34.18
03044075;343;39.42
03044080;700;30.42
03044085;358;29.02
03044090;419;32.38
03044095;1136;31.14
03044100;147;9.83
03046005;5;42.91
03046010;368;22.01
03046015;652;21.38
03046020;659;20.61
03046025;384;21.29
03046030;393;26.63
03046035;397;13.46
03046040;801;20.16
03046045;1228;20.4
03046050;956;15.14
03046055;563;21.95
03046060;281;19.25
03046065;1065;25.62
03046070;420;26.76
03046075;308;35.23
03046080;709;16.19
03046085;637;8.82
03046090;453;23.35
03046095;184;24.55
03046100;253;18.71
03046105;130;9.45
03048005;284;8.05
03048010;429;7.53
03048015;640;8.28
03048020;614;8.58
03048025;331;9.77
03048030;539;17
03048035;448;14.8
03048040;941;10.37
03048045;472;23.53
03048050;571;22.27
03048055;244;24.29
03048060;490;22.03
03048065;400;13.35
03048070;508;17.35
03048075;369;23.61
03048080;166;25.82
03048085;233;19.58
03050010;259;17.49
03050015;750;15.22
03050020;408;18.58
03050025;177;20.82
03050030;539;10.96
03050035;366;19.42
03050040;648;11.89
03050045;189;21.32
03050050;527;20.11
03050055;735;8.15
03050060;48;15.73
03050065;583;11.9
03050070;340;15.21
03050075;585;22.31
03050080;336;25.48
03050085;418;11.68
03050090;130;21.51
03050095;187;20.81
03050100;294;22.72
03050105;226;22.35
03051005;625;8.12
03051010;1352;8.73
03051015;842;12.04
03051020;644;8.13
03052005;541;9.04
03053005;146;8.13
03053010;233;9.6
03054005;852;12.32
03054010;254;9.99
03055005;27;7.15
03055010;1666;10.08
03058005;365;15.92
03058010;237;14.47
03058015;242;12.31
03058020;184;6.95
03058025;291;10.65
03058030;190;10.44
03058035;230;8.95
03058040;200;9.39
03058045;190;13.58
03058050;324;10.36
03096005;349;12.16
03096010;1267;13.6
03096015;397;9.43
03096020;217;8.95
03096025;287;13.61
03096030;172;11.12
03096040;177;7.8
03096045;205;13.85
03096050;639;13.87
03096060;140;9.47
03096065;35;5.43
03096070;252;11.26
03096075;93;12.12
03099005;188;10.08
03099010;294;7.82
03099015;169;13.65
03099020;283;9.32
03099025;208;12.75
03099030;208;15.45
03099035;317;10.24
03099040;849;13.97
03099045;370;20.39
03099050;116;11.92
03099055;298;11.81
03099060;322;14.72
03099065;201;11.75
03099070;181;10.47
03099075;272;9.48
03103005;148;14.55
03103010;145;9.12
03103015;494;14.97
03103020;132;10.31
03116005;307;7.59
03116010;874;19.17
03116015;136;7.81
03116020;281;9.76
03116025;140;5.33
03116030;226;9.76
03116035;381;8.72
03116040;132;10.53
03116045;138;9.17
03116050;157;8.56
03119005;154;7.49
03119010;782;13.88
03119015;442;12.33
03119020;546;9.54
03130005;209;12.95
03130010;347;14.98
03130015;161;8.77
03130020;203;10.04
03130030;157;12.79
03130035;907;21.43
03130040;1112;22.51
03130045;696;16.5
03130050;328;14.52
03130055;148;6.81
03130060;675;12.28
03130065;845;19.21
03130070;709;17.06
03130075;643;10.98
03130080;53;5.05
03130085;363;20.81
03130090;390;20.79
03130095;138;11.63
03130100;289;7.6
03130105;284;7.01
03130110;639;12.38
03130115;182;7.03
03130120;273;6.86
03130125;280;6.52
03130130;333;16.13
03130135;154;7.48
03130140;248;8.2
03130145;349;5.79
03130150;175;7.86
03130155;959;10.47
03130165;170;6.29
03130170;120;5.15
03130190;157;10.88
03130195;67;5.58
03130200;471;13.47
03130205;59;9.73
03130210;88;16.96
03130215;44;6.56
03130220;144;6.98
03130225;169;8.02
03130230;140;7.95
03130240;101;6.76
03130245;17;4.51
03149005;156;8.96
03149010;883;7.46
03149015;1057;16.44
03149020;874;15.19
03149025;781;6.49
03149030;491;6.45
03149035;680;20.35
03149040;1003;24.01
03149045;1014;20.28
03149050;366;11.7
03149055;621;18.31
03149060;573;17.24
03149065;585;24.15
03149070;355;12.89
03149075;376;6.43
03149080;191;8.06
03149085;185;7.44
03149095;159;8.81
03149100;138;8.27
03149110;176;10.83
03149115;273;10.95
03149120;117;14.48
03149125;83;16.79
03149130;102;6.17
03149135;432;22.28
03159005;485;13.39
03159010;214;5.65
03159015;714;13.21
03159020;333;12.28
03159025;373;11.28
03159030;150;6.88
03159035;249;8.66
03172005;406;5.81
03172010;261;13.19
03172015;373;18.64
03172020;214;11.84
03172025;87;13.07
03172030;256;15.8
03172035;679;14.43
03172040;225;7.67
03172045;402;14.77
03172050;530;15.73
03172055;148;7.56
03172060;224;21.32
03172065;459;21.14
03172070;394;13.31
03172075;354;7.13
03172080;82;10.02
03172085;209;9.49
03172090;578;18.65
03172095;1022;10.51
03172100;153;9.14
03172105;444;23.19
03172110;620;20.03
03172115;655;16.28
03172120;196;9.77
03172125;324;16.24
03172130;98;8.68
03172135;244;14.48
03172150;197;11.07
03172155;215;11.35
03172165;234;7.83
03172170;284;8.12
03172175;33;9.67
03172180;109;7.2
03172185;81;8.92
03172190;262;9.41
03172195;97;6.37
03172200;185;9.6
03185005;324;9.2
03185010;213;12.37
03185015;236;12.08
03185020;460;10.43
03185025;624;9.17
03185030;343;13.27
03185035;264;7.46
03185040;537;25.26
03185045;328;9.74
03185050;216;12.82
03185055;186;9.11
03185065;154;9.24
03185070;349;10.22
03185075;38;13.37
03185080;113;15.73
03197005;182;6.95
03197010;572;15.41
03205005;138;11.11
03205010;127;8.46
03205015;777;16.3
03205020;1093;20.46
03205025;251;9.47
03205030;380;7.45
03205035;240;12.26
03205045;117;7.46
03205050;114;5.83
03205055;173;8.87
03205060;255;4.78
03205065;246;10.63
03205070;231;6.68
03205075;24;8.33
03205080;101;6.99
03222005;440;10.25
03222010;338;17.03
03222015;468;11.97
03222020;798;14.57
03222025;1001;26.02
03222030;486;22.2
03222035;235;35.4
03222040;1096;15.33
03222045;102;10.14
03222050;865;11.43
03222055;225;11.55
03222060;340;8.65
03222065;233;7.84
03222070;196;6.32
03222075;83;19.09
03222080;170;8.31
03222085;215;5.72
03222090;180;6.4
03222095;161;7.17
03222100;250;8.14
03226005;571;23.65
03226010;489;16.23
03226015;155;6.68
03226020;653;10.33
03226025;536;17.96
03226030;257;17.33
03226035;120;10.9
03226040;209;7.2
03226045;178;6.6
03226050;222;9.17
03226055;143;6.48
03226060;133;6.68
03226065;299;7.93
03229005;105;15.04
03229010;385;13.27
03229015;630;12.46
03229020;122;7.36
03229025;78;5.21
03229030;212;13.9
03229040;115;7.11
03229045;19;7.28
03238010;481;10.99
03238015;600;6.33
03238020;549;7.94
03238025;705;26.7
03238030;781;14.64
03238035;307;20.26
03238040;263;11.74
03238045;106;8.23
03238050;459;21.55
03238055;542;23.92
03238060;676;21.38
03238065;882;15.71
03238070;301;7.48
03238075;240;6.13
03238080;377;6.87
03238085;213;7.05
03238090;597;18.66
03238095;777;17.33
03238100;288;8.75
03238105;192;9.32
03238115;83;11.62
03238120;192;17.98
03238125;176;9.96
03238135;534;14.05
03238140;88;8.92
03238145;210;7.08
03238150;191;7.96
03238155;138;6.21
03238160;417;19.88
03238165;280;10.77
03238170;145;15.41
03238175;105;13.33
03238180;110;7.92
03238185;113;7.75
03238190;104;7.99
03238196;100;8.13
03238200;83;16.61
03238205;71;10.29
03246005;623;10.67
03246010;49;10.75
03249005;75;10.75
03249010;156;7.56
03249015;188;13.05
03249020;610;12.42
03249025;140;8.85
03249030;125;11.24
03249035;174;11.48
03253005;576;10.13
03253010;247;13.55
03253015;154;8.21
03253020;550;17.58
03253025;561;16.09
03253030;146;11.69
03253035;181;9.09
03253040;426;16.88
03253045;335;8.62
03253050;118;7.62
03253055;94;5.57
03253060;43;6.25
03253065;358;11.68
03253070;197;9.52
03253075;151;9.33
03253080;117;14.98
